구간 번호,관리청,도로 분류,대표지역,도로(노선)명,총길이(km),기점_위도(WGS84(4326)),기점_경도(WGS84(4326)),종점_위도(WGS84(4326)),종점_경도(WGS84(4326)),정북기준 도로방향 각도(x1),정북기준 도로방향 각도(y1),정북기준 도로방향 각도(기점 기준십진수 방위각)
36000-3,세종특별자치시 본청,시도,세종특별자치시 세종시,매실로(시도27호),1.1,36.721091,127.183664,36.719368,127.192526,-0.008862,0.001723,168.9974975
36000-4,세종특별자치시 본청,시도,세종특별자치시 세종시,의당전의로(시도25호),0.5,36.60302791,127.1674024,36.605717,127.169697,-0.0022946,-0.002689093,229.5259172
36000-5,세종특별자치시 본청,시도,세종특별자치시 세종시,솔티로(시도27호),1.2,36.613673,127.219048,36.624693,127.217833,0.001215,-0.01102,276.291682
36000-6,세종특별자치시 본청,시도,세종특별자치시 세종시,시목부강로(시도13호),0.7,36.524513,127.374678,36.520731,127.376942,-0.002264,0.003782,120.9057965
36000-7,세종특별자치시 본청,농어촌도로,세종특별자치시 세종시,부강외천로(리도213호),0.8,36.52931674,127.3949154,36.523412,127.399685,-0.004769608,0.00590474,128.9298644
36000-8,세종특별자치시 본청,시도,세종특별자치시 세종시,송암로(시도12호),0.7,36.561587,127.336741,36.558358,127.340194,-0.003453,0.003229,136.9200015
36000-9,세종특별자치시 본청,농어촌도로,세종특별자치시 세종시,금병로(면도101호),0.9,36.453601,127.307781,36.461632,127.307748,0.000033,-0.008031,270.2354315
36000-10,세종특별자치시 본청,시도,세종특별자치시 세종시,용연로(시도20호),0.7,36.548099,127.209734,36.549696,127.215152,-0.005418,-0.001597,196.4233141
41000-24,경기도 본청,지방도,경기도 의왕시,지방도309,0.2,37.34182254,126.979078,37.34016949,126.977789,0.001288951,0.001653055,52.05508927
41000-25,경기도 본청,지방도,경기도 의왕시,지방도309,0.3,37.38169984,126.9994844,37.38507174,127.0007113,-0.001226876,-0.003371893,250.0058874
41000-26,경기도 본청,지방도,경기도 의왕시,지방도309,0.2,37.31862201,126.9661995,37.32180857,126.9657664,0.000433085,-0.003186564,277.7396286
41000-27,경기도 본청,지방도,경기도 의왕시,지방도309,0.2,37.30120483,126.9599356,37.30320934,126.9626925,-0.002756909,-0.002004511,216.0203931
41000-28,경기도 본청,지방도,경기도 의왕시,지방도309,0.5,37.33823925,126.9750746,37.34222187,126.979221,-0.0041464,-0.00398262,223.8457854
41000-29,경기도 본청,지방도,경기도 의왕시,지방도309,0.3,37.38219564,126.9992137,37.38511785,126.999731,-0.000517278,-0.002922212,259.9617289
41000-30,경기도 본청,지방도,경기도 의왕시,지방도309,0.3,37.38642199,127.0001086,37.38918055,127.0013673,-0.001258696,-0.002758559,245.4733711
41000-31,경기도 본청,지방도,경기도 의왕시,지방도309,0.3,37.38607242,127.0010758,37.38925224,127.002259,-0.00118317,-0.003179821,249.5904197
41000-32,경기도 본청,지방도,경기도 시흥시,지방도330,1.2,37.3818773,126.716933,37.38021504,126.7272999,-0.01036686,0.001662261,170.8905231
41000-33,경기도 본청,지방도,경기도 시흥시,지방도330,0.8,37.38206505,126.7399372,37.38462221,126.7451458,-0.005208578,-0.002557159,206.1488012
41000-34,경기도 본청,지방도,경기도 시흥시,지방도330,1.2,37.39385591,126.8403605,37.396223,126.8545853,-0.01422477,-0.002367091,189.4478042
41110-1,경기도 수원시,지방도,경기도 수원시,팔달구 태장면고개,0.35,37.26549955,127.0159242,37.26450768,127.0206251,-0.0047009,0.00099187,168.0855884
41110-2,경기도 수원시,지방도,경기도 수원시,팔달구 동수원고가도로,1.15,37.282329,127.029396,37.272374,127.028777,0.000619,0.009955,86.44194019
41110-3,경기도 수원시,지방도,경기도 수원시,팔달구 화산지하차도,0.3,37.28620164,126.9904682,37.28504802,126.9873532,0.003115,0.00115362,20.32178293
41110-4,경기도 수원시,도시계획도로,경기도 수원시,팔달구 도청팔달산로,0.5,37.273533,127.009798,37.27645243,127.0091218,0.0006762,-0.00291943,283.0409192
41110-5,경기도 수원시,도시계획도로,경기도 수원시,팔달구 수원문화원~팔달보건소,0.2,37.27149645,127.0119117,37.27297871,127.0115032,0.0004085,-0.00148226,285.4078168
41110-6,경기도 수원시,도시계획도로,경기도 수원시,팔달구 팽나무고개,0.35,37.27079572,127.017583,37.27025386,127.0199386,-0.00235562,0.000541868,167.045489
41110-7,경기도 수원시,도시계획도로,경기도 수원시,팔달구 연무대~화홍문,0.8,37.28775612,127.0240851,37.28615686,127.0180315,0.006053623,0.001599256,14.79840364
41110-8,경기도 수원시,지방도,경기도 수원시,팔달구 우만고가도로,0.5,37.27380707,127.0366129,37.28149266,127.0374933,-0.0008804,-0.00768559,263.4651362
41110-9,경기도 수원시,도시계획도로,경기도 수원시,팔달구 화서교,0.2,37.28537936,126.9894619,37.28612493,126.9890671,0.0003948,-0.00074557,297.9024612
41110-10,경기도 수원시,지방도,경기도 수원시,권선구 호매실지하차도,0.3,37.26191985,126.9503976,37.26121292,126.9639062,-0.0135086,0.00070693,177.0043387
41110-11,경기도 수원시,지방도,경기도 수원시,권선구 수원역고가도로,1.2,37.26035311,126.9914269,37.2639327,127.0050928,-0.0136659,-0.00357959,194.6780634
41110-12,경기도 수원시,시도,경기도 수원시,권선구 세류~터미널고가도로,1.9,37.25490768,127.009418,37.24810566,127.0258809,-0.016462847,0.006802023,157.5508488
41110-13,경기도 수원시,시도,경기도 수원시,권선구 권선지하차도,1.4,37.25132069,127.0416627,37.23889414,127.036265,0.005397688,0.012426546,66.52143918
41110-14,경기도 수원시,시도,경기도 수원시,팔달구 세류문화길~인계사거리,8.4,37.25441213,127.0209973,37.26860711,127.0273082,-0.006310919,-0.014194983,246.0306437
41110-15,경기도 수원시,시도,경기도 수원시,권선구 상구운지하차도,5.8,37.29077398,126.9698748,37.23410079,126.9835474,-0.013672557,0.056673193,103.5635758
41110-16,경기도 수원시,시도,경기도 수원시,권선구 신곡초교앞,0.5,37.25872021,127.0123245,37.25749829,127.0169082,-0.004583712,0.001221916,165.0733322
41110-17,경기도 수원시,시도,경기도 수원시,권선구 당수IC~서둔교차로,6,37.29490553,126.940752,37.27012733,126.9965749,-0.055822905,0.024778198,156.0649283
41110-18,경기도 수원시,시도,경기도 수원시,영통구 광교로삼거리~버들치터널,1.5,37.30701,127.0518576,37.31939114,127.0575154,-0.005657743,-0.012381146,245.4412857
41110-19,경기도 수원시,시도,경기도 수원시,장안구 밤밭고가도로,1,37.30072811,126.972757,37.29077415,126.9698748,0.002882129,0.009953958,73.85183854
41110-20,경기도 수원시,시도,경기도 수원시,장안구 장안지하차도,0.6,37.30357589,127.0060627,37.29875097,127.012634,-0.006571319,0.004824925,143.7123967
41110-21,경기도 수원시,시도,경기도 수원시,장안구 지지대고개,1.2,37.32383738,126.9869644,37.31380518,126.9885688,-0.001604414,0.010032205,99.08616542
41110-22,경기도 수원시,시도,경기도 수원시,팔달구 경기남부경찰청앞,0.2,37.29254984,127.033044,37.29385747,127.0350731,-0.002029128,-0.001307627,212.7988721
41110-23,경기도 수원시,시도,경기도 수원시,장안구 이목~밤꽃사거리,1.4,37.31629709,126.9822558,37.30591822,126.9726098,0.009646,0.01037887,47.09597493
41110-24,경기도 수원시,시도,경기도 수원시,장안구 주공뉴타운북측,0.7,37.30595925,127.0150283,37.30255321,127.0205621,-0.005533791,0.003406045,148.3877322
41110-25,경기도 수원시,시도,경기도 수원시,팔달구 연무대~삼화페인트,0.4,37.28433509,127.0220346,37.28759559,127.0242095,-0.002174858,-0.003260496,236.2954006
41130-1,경기도 성남시,지방도,경기도 성남시,남한산성로,2,37.46821505,127.1646983,37.47361923,127.1801445,-0.015446197,-0.005404188,199.2834993
41130-2,경기도 성남시,지방도,경기도 성남시,탄천로,0.15,37.4265286,127.1166259,37.42894258,127.1179799,-0.001354,-0.00241398,240.711958
41130-3,경기도 성남시,지방도,경기도 성남시,달래내로,1.5,37.42735127,127.0721473,37.41724125,127.0809551,-0.008807819,0.010110027,131.0622622
41130-4,경기도 성남시,시도,경기도 성남시,순환로,0.42,37.4428293,127.1792457,37.44998377,127.175163,0.0040827,-0.00715447,299.711252
41130-6,경기도 성남시,시도,경기도 성남시,순환로,0.06,37.42398472,127.1818649,37.42436922,127.1810852,0.0007797,-0.0003845,333.7503244
41130-8,경기도 성남시,시도,경기도 성남시,산성대로,0.34,37.43386063,127.1304586,37.43313517,127.1272414,0.0032172,0.00072546,12.70733282
41130-9,경기도 성남시,시도,경기도 성남시,산성대로,0.05,37.4327843,127.1213202,37.4324709,127.121138,0.0001822,0.0003134,59.82775101
41130-11,경기도 성남시,시도,경기도 성남시,갈마치로,0.05,37.42224895,127.1690625,37.4224579,127.1683187,0.0007438,-0.00020895,344.3087636
41130-12,경기도 성남시,시도,경기도 성남시,희망로,0.1,37.42114517,127.1585273,37.42236186,127.159186,-0.0006587,-0.00121669,241.5694671
41130-13,경기도 성남시,시도,경기도 성남시,희망로,0.33,37.42212261,127.1582857,37.4215796,127.1609488,-0.0026631,0.00054301,168.4752896
41130-14,경기도 성남시,시도,경기도 성남시,경충대로,0.04,37.42732197,127.1369729,37.42689109,127.1399929,-0.00302,0.00043088,171.8800973
41130-15,경기도 성남시,시도,경기도 성남시,경충대로,0.25,37.42733258,127.127826,37.42739027,127.1305202,-0.0026942,-0.0000577,181.2266678
41130-16,경기도 성남시,지방도,경기도 성남시,지방도338,1.5,37.433065,127.180213,37.432195,127.190706,-0.010493,0.00087,175.2603095
41130-17,경기도 성남시,시도,경기도 성남시,탄천로,0.3,37.440791,127.12011,37.437373,127.120371,-0.000261,0.003418,94.36665715
41130-18,경기도 성남시,시도,경기도 성남시,분당내곡로,0.2,37.431104,127.082902,37.432761,127.080412,0.00249,-0.001657,326.3577498
41130-19,경기도 성남시,시도,경기도 성남시,분당내곡로,1,37.437066,127.077277,37.446734,127.077042,0.000235,-0.009668,271.3924139
41130-20,경기도 성남시,시도,경기도 성남시,여수대로,0.2,37.421994,127.117074,37.421907,127.118416,-0.001342,0.000087,176.2907845
41130-21,경기도 성남시,시도,경기도 성남시,여수대로,0.2,37.422069,127.117088,37.421984,127.118416,-0.001328,0.000085,176.3377207
41130-22,경기도 성남시,시도,경기도 성남시,국지도 57호선,0.6,37.389774,127.066424,37.388089,127.073136,-0.006712,0.001685,165.9075311
41130-23,경기도 성남시,시도,경기도 성남시,판교로,1,37.390648,127.085551,37.398805,127.092817,-0.007266,-0.008157,228.3063515
41130-24,경기도 성남시,시도,경기도 성남시,동막로,0.9,37.351057,127.087681,37.350079,127.102561,-0.01488,0.000978,176.2395973
41130-25,경기도 성남시,시도,경기도 성남시,서현로,1.9,37.373566,127.145646,37.361422,127.149481,-0.003835,0.012144,107.5257942
41130-26,경기도 성남시,시도,경기도 성남시,국지도 57호선,2.8,37.391081,127.062857,37.393161,127.039158,0.023699,-0.00208,354.9841503
41130-27,경기도 성남시,시도,경기도 성남시,순환로,0.13,37.43195,127.17904,37.43091,127.17918,-0.00014,0.00104,97.66680426
41130-28,경기도 성남시,시도,경기도 성남시,제일로,0.19,37.43343,127.13529,37.43502,127.13448,0.00081,-0.00159,296.9958384
41130-29,경기도 성남시,시도,경기도 성남시,희망로,0.33,37.44343933,127.1583644,37.44629094,127.1555802,0.002784178,-0.002851608,314.3145072
41150-1,경기도 의정부시,지방도,경기도 의정부시,국도 39호선,1.9,37.7365528,127.0075327,37.74289298,127.0237156,-0.016182904,-0.006340182,201.3943876
41170-1,경기도 안양시,지방도,경기도 안양시,비산고가차도,0.1,37.39648675,126.9296728,37.39547124,126.9277667,0.001906101,0.001015518,28.04744897
41170-2,경기도 안양시,지방도,경기도 안양시,비산대교,0.1,37.39768076,126.9319298,37.39720957,126.9310183,0.0009115,0.000471193,27.33636304
41170-3,경기도 안양시,지방도,경기도 안양시,예술공원고가차도,0.1,37.41402192,126.9194112,37.4162732,126.9149967,0.004414442,-0.002251277,332.9793287
41170-4,경기도 안양시,지방도,경기도 안양시,안양육교,0.1,37.42434729,126.90494,37.42482724,126.9055912,-0.000651169,-0.000479942,216.3919651
41170-5,경기도 안양시,지방도,경기도 안양시,명학육교앞(안양로),0.1,37.38325767,126.9364441,37.38339763,126.9351247,0.001319456,-0.00013996,353.9450482
41170-6,경기도 안양시,지방도,경기도 안양시,평촌 지하차도,0.1,37.38498869,126.9725883,37.39047871,126.9737957,-0.001207383,-0.005490025,257.5967822
41170-7,경기도 안양시,지방도,경기도 안양시,비산 지하차도,0.1,37.3972669,126.9369477,37.39996107,126.9302005,0.006747243,-0.002694161,338.2332727
41170-8,경기도 안양시,지방도,경기도 안양시,호계 지하차도 ,0.1,37.37350574,126.9575418,37.36667693,126.9582452,-0.000703394,0.006828817,95.88094072
41170-9,경기도 안양시,지방도,경기도 안양시,범계 지하차도,0.1,37.38629502,126.9507495,37.39081267,126.9458803,0.004869275,-0.004517649,317.145246
41170-10,경기도 안양시,지방도,경기도 안양시,덕고개 주변,0.1,37.37225944,126.9633642,37.37514539,126.9677592,-0.004395067,-0.002885945,213.2902112
41170-14,경기도 안양시,시도,경기도 안양시,박달우회도로(한일 유앤아이아파트 앞),0.2,37.40475326,126.9042766,37.40308179,126.8960887,0.008187881,0.00167147,11.53780279
41190-1,경기도 부천시,시도,경기도 부천시,수도로,0.75,37.51672953,126.7805425,37.51996801,126.7881092,-0.0075667,-0.00323848,203.1704921
41190-2,경기도 부천시,시도,경기도 부천시,하우로,0.6,37.47638846,126.7826324,37.47211429,126.7825764,0.000056,0.00427417,89.249356
41190-3,경기도 부천시,시도,경기도 부천시,안곡로,3.3,37.491454,126.810129,37.478775,126.802624,0.007505,0.012679,59.37770653
41190-4,경기도 부천시,시도,경기도 부천시,마니로,0.8,37.479068,126.77312,37.472943,126.770916,0.002204,0.006125,70.20940525
41190-5,경기도 부천시,시도,경기도 부천시,성주로,0.8,37.478865,126.774936,37.479695,126.765275,0.009661,-0.00083,355.0896376
41190-6,경기도 부천시,시도,경기도 부천시,원종로,0.9,37.524043,126.804919,37.524028,126.815471,-0.010552,0.000015,179.9185523
41190-7,경기도 부천시,시도,경기도 부천시,계남 고가교,0.3,37.503674,126.771201,37.502624,126.779235,-0.008034,0.00105,172.553958
41190-8,경기도 부천시,시도,경기도 부천시,무지개 고가교,0.3,37.50486,126.761833,37.505769,126.754535,0.007298,-0.000909,352.9001079
41190-9,경기도 부천시,시도,경기도 부천시,신흥 고가교,0.3,37.497293,126.777721,37.49201,126.777995,-0.000274,0.005283,92.96895511
41190-10,경기도 부천시,시도,경기도 부천시,성심 고가교,0.3,37.482122,126.805855,37.48489,126.804975,0.00088,-0.002768,287.6364531
41190-11,경기도 부천시,시도,경기도 부천시,중동 고가교,0.4,37.484647,126.764007,37.487799,126.765021,-0.001014,-0.003152,252.1669904
41190-12,경기도 부천시,시도,경기도 부천시,내촌 고가교,0.3,37.526088,126.782636,37.520452,126.78467,-0.002034,0.005636,109.8442218
41190-13,경기도 부천시,시도,경기도 부천시,삼정고가교,0.8,37.520413,126.760997,37.528655,126.760774,0.000223,-0.008242,271.5498474
41190-14,경기도 부천시,시도,경기도 부천시,범박터널,0.3,37.472783,126.81526,37.474281,126.816285,-0.001025,-0.001498,235.6182841
41190-15,경기도 부천시,시도,경기도 부천시,까치울 터널,0.2,37.513467,126.823493,37.513581,126.825173,-0.00168,-0.000114,183.8819769
41190-16,경기도 부천시,시도,경기도 부천시,상동 지하차도,0.3,37.50577,126.752084,37.506434,126.744322,0.007762,-0.000664,355.1105384
41190-17,경기도 부천시,시도,경기도 부천시,당아래 지하차도,0.5,37.50483,126.79368,37.506061,126.800534,-0.006854,-0.001231,190.181948
41190-18,경기도 부천시,시도,경기도 부천시,송내 지하차도,0.8,37.490528,126.754165,37.484214,126.753149,0.001016,0.006314,80.85876646
41190-19,경기도 부천시,시도,경기도 부천시,동남 지하차도,0.5,37.474343,126.805528,37.477173,126.810868,-0.00534,-0.00283,207.9219144
41190-20,경기도 부천시,시도,경기도 부천시,소명 지하차도,0.5,37.482302,126.791694,37.483891,126.788815,0.002879,-0.001589,331.1044752
41190-21,경기도 부천시,시도,경기도 부천시,고강 지하차도,0.5,37.536459,126.812834,37.539,126.820133,-0.007299,-0.002541,199.1945341
41210-1,경기도 광명시,시도,경기도 광명시,서독로,0.3,37.41534834,126.8746475,37.41570995,126.8783652,-0.0037177,-0.00036161,185.5555198
41210-2,경기도 광명시,시도,경기도 광명시,범안로,0.7,37.44320349,126.8558699,37.44175857,126.8463802,0.0094897,0.00144492,8.657470371
41210-3,경기도 광명시,시도,경기도 광명시,가림일로,1,37.4709065,126.8663839,37.4654223,126.8690271,-0.0026432,0.0054842,115.7325034
41220-2,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.05,37.002617,127.059119,37.002869,127.059331,-0.000212,-0.000252,229.9271099
41220-3,경기도 평택시,도시계획도로,경기도 평택시,K-55지하차도,0.05,37.081286,127.054879,37.081175,127.054228,0.000651,0.000111,9.676271099
41220-4,경기도 평택시,도시계획도로,경기도 평택시,서정고가도,0.43,37.070618,127.056592,37.070098,127.051891,0.004701,0.00052,6.312098368
41220-5,경기도 평택시,도시계획도로,경기도 평택시,목천고가도,0.18,37.085974,127.057142,37.087382,127.056003,0.001139,-0.001408,308.9710879
41220-6,경기도 평택시,도시계획도로,경기도 평택시,일반도로,0.2,37.086758,127.047115,37.085803,127.045959,0.001156,0.000955,39.56094881
41220-7,경기도 평택시,도시계획도로,경기도 평택시,일반도로,0.19,37.084277,127.045426,37.083501,127.047028,-0.001602,0.000776,154.1547072
41220-8,경기도 평택시,도시계획도로,경기도 평택시,일반도로,0.8,37.118886,127.065705,37.119323,127.074293,-0.008588,-0.000437,182.9129808
41220-9,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.06,37.076745,127.057021,37.076752,127.056486,0.000535,-0.000007,359.2503784
41220-10,경기도 평택시,도시계획도로,경기도 평택시,제방도로,0.04,36.993918,127.067296,36.993942,127.067123,0.000173,-0.000024,352.1018631
41220-11,경기도 평택시,도시계획도로,경기도 평택시,사리고가도,0.28,37.113167,127.063979,37.114171,127.060132,0.003847,-0.001004,345.3730633
41220-12,경기도 평택시,도시계획도로,경기도 평택시,진위세월교,0.17,37.097963,127.095098,37.096837,127.096039,-0.000941,0.001126,129.8855582
41220-13,경기도 평택시,도시계획도로,경기도 평택시,비전지하차도,0.41,36.989835,127.115799,36.986403,127.115713,0.000086,0.003432,88.56456699
41220-14,경기도 평택시,도시계획도로,경기도 평택시,통복지하차도,0.21,36.993999,127.082749,36.993077,127.082384,0.000365,0.000922,68.40245104
41220-15,경기도 평택시,도시계획도로,경기도 평택시,유천지하차도,0.15,36.981459,127.093106,36.982017,127.094523,-0.001417,-0.000558,201.4940092
41220-16,경기도 평택시,도시계획도로,경기도 평택시,은실지하차도,0.11,37.002872,127.074211,37.002467,127.073932,0.000279,0.000405,55.43747535
41220-17,경기도 평택시,도시계획도로,경기도 평택시,신대지하차도,0.34,36.998033,127.080057,36.997525,127.077519,0.002538,0.000508,11.31861497
41220-18,경기도 평택시,도시계획도로,경기도 평택시,송북지하차도,0.02,37.082346,127.055169,37.082481,127.054792,0.000377,-0.000135,340.2980525
41220-19,경기도 평택시,도시계획도로,경기도 평택시,중앙지하차도,0.71,37.049754,127.059897,37.058441,127.062915,-0.003018,-0.008687,250.8419715
41220-20,경기도 평택시,도시계획도로,경기도 평택시,이충지하차도,0.4,37.052383,127.057925,37.051897,127.048551,0.009374,0.000486,2.967872796
41220-21,경기도 평택시,도시계획도로,경기도 평택시,서탄지하차도,0.22,37.103593,127.062183,37.103714,127.060316,0.001867,-0.000121,356.2918548
41220-22,경기도 평택시,도시계획도로,경기도 평택시,서정지하차도,0.12,37.066399,127.055057,37.066561,127.053285,0.001772,-0.000162,354.7764189
41220-23,경기도 평택시,도시계획도로,경기도 평택시,목천지하차도,0.07,37.086086,127.056978,37.086402,127.056417,0.000561,-0.000316,330.608315
41220-25,경기도 평택시,도시계획도로,경기도 평택시,군문고가도,0.45,36.988952,127.092712,36.986145,127.085868,0.006844,0.002807,22.30050906
41220-26,경기도 평택시,도시계획도로,경기도 평택시,지제고가도,0.3,37.020425,127.071006,37.020104,127.066642,0.004364,0.000321,4.206893303
41220-27,경기도 평택시,도시계획도로,경기도 평택시,광천고가도,0.12,37.034971,127.069522,37.034973,127.068234,0.001288,-0.000002,359.9110315
41220-28,경기도 평택시,도시계획도로,경기도 평택시,송탄역진입고가도,0.18,37.074573,127.055211,37.074563,127.053225,0.001986,0.00001,0.288495948
41220-29,경기도 평택시,도시계획도로,경기도 평택시,야막고가도,0.21,37.123128,127.064946,37.123113,127.061739,0.003207,0.000015,0.267985789
41220-30,경기도 평택시,도시계획도로,경기도 평택시,신장고가도,0.18,37.079118,127.054446,37.079114,127.051704,0.002742,0.000004,0.083582405
41220-31,경기도 평택시,도시계획도로,경기도 평택시,송탄고가도,0.27,37.092319,127.058378,37.091934,127.056391,0.001987,0.000385,10.96571778
41220-32,경기도 평택시,도시계획도로,경기도 평택시,복창고가도,0.02,37.072459,127.055109,37.072488,127.054287,0.000822,-0.000029,357.9794541
41220-33,경기도 평택시,도시계획도로,경기도 평택시,안중고가도,0.22,36.992896,126.938335,36.989956,126.938343,-0.000008,0.00294,90.1559065
41220-34,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.2,37.079134,127.057695,37.079145,127.056011,0.001684,-0.000011,359.6257455
41220-35,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.1,37.073688,127.057799,37.073085,127.058877,-0.001078,0.000603,150.7786948
41220-36,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.05,37.073749,127.057998,37.073349,127.058086,-0.000088,0.0004,102.4074185
41220-37,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.06,37.073532,127.057369,37.073529,127.056675,0.000694,0.000003,0.247674738
41220-38,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.1,37.079135,127.056204,37.079137,127.055871,0.000333,-0.000002,359.6558853
41220-39,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.05,37.080249,127.056262,37.079831,127.056263,-0.000001,0.000418,90.13707098
41220-40,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.11,37.079005,127.056259,37.078224,127.056203,0.000056,0.000781,85.89874288
41220-41,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.11,37.074928,127.047283,37.074286,127.047213,0.00007,0.000642,83.77737809
41220-42,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.12,37.074951,127.047337,37.075069,127.048173,-0.000836,-0.000118,188.0341296
41220-43,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.25,37.076669,127.049459,37.076935,127.049457,0.000002,-0.000266,270.4307872
41220-44,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.15,37.077139,127.049562,37.077196,127.051081,-0.001519,-0.000057,182.1489979
41220-45,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.12,37.077783,127.049926,37.077796,127.051143,-0.001217,-0.000013,180.6120105
41220-46,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.3,37.087476,127.047504,37.087432,127.046446,0.001058,0.000044,2.381438937
41220-47,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.07,37.086469,127.046971,37.086774,127.047111,-0.00014,-0.000305,245.3441013
41220-48,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.06,37.086358,127.047702,36.086529,127.047658,0.000044,0.999829,89.99747855
41220-49,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.16,37.084389,127.047954,37.084119,127.047968,-0.000014,0.00027,92.96823403
41220-50,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.09,37.081755,127.050556,37.081356,127.049593,0.000963,0.000399,22.50570481
41220-51,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,1.3,37.112761,127.107368,37.120184,127.103814,0.003554,-0.007423,295.5842682
41220-52,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.24,37.119377,127.074322,37.114172,127.078394,-0.004072,0.005205,128.0369496
41220-53,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,1.1,37.118952,127.065428,37.118056,127.075479,-0.010051,0.000896,174.905813
41220-54,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.06,36.985029,127.108099,36.985186,127.108605,-0.000506,-0.000157,197.2378978
41220-55,경기도 평택시,도시계획도로,경기도 평택시,도시계획도로,0.1,36.976769,127.116012,36.976749,127.115681,0.000331,0.00002,3.457776686
41220-56,경기도 평택시,시도,경기도 평택시,서재교,0.2,36.98587032,127.1161579,36.9831413,127.1161432,0.0000148,0.002729022,89.69012278
41220-57,경기도 평택시,시도,경기도 평택시,안성천1교,0.5,36.99593862,127.0599237,36.99022287,127.0601873,-0.000263666,0.005715752,92.64116207
41220-58,경기도 평택시,시도,경기도 평택시,송탄램프 c교,0.2,37.02436901,127.0698021,37.02186246,127.0716488,-0.001846626,0.002506545,126.3798763
41220-59,경기도 평택시,시도,경기도 평택시,송탄램프 d교,0.2,37.02684106,127.07109,37.02436583,127.0698009,0.001289134,0.002475229,62.48886322
41220-60,경기도 평택시,시도,경기도 평택시,송탄교(상행),0.6,37.02439763,127.0662809,37.02436095,127.0746725,-0.008391583,0.0000367,179.7495531
41220-61,경기도 평택시,시도,경기도 평택시,송탄교(하행,0.6,37.02436384,127.074674,37.0243968,127.0662819,0.0083921,-0.000033,359.7749744
41220-62,경기도 평택시,시도,경기도 평택시,통복4교(상행),0.2,37.02538768,127.1144425,37.02737774,127.118652,-0.004209516,-0.001990051,205.3024739
41220-63,경기도 평택시,시도,경기도 평택시,통복4교(하행),0.2,37.02737774,127.118652,37.02538768,127.1144425,0.004209516,0.001990051,25.30247226
41220-64,경기도 평택시,시도,경기도 평택시,금암교,0.2,37.10484988,127.050469,37.10519279,127.0484747,0.001994368,-0.000342912,350.2439363
41220-65,경기도 평택시,시도,경기도 평택시,사리교,0.2,37.1151203,127.0519715,37.11563045,127.0503106,0.001660901,-0.000510148,342.9255748
41220-66,경기도 평택시,시도,경기도 평택시,팽성대교,0.8,36.97610981,127.0361215,36.98135325,127.0298075,0.006313993,-0.005243438,320.292157
41220-67,경기도 평택시,시도,경기도 평택시,기산교,0.1,36.94038304,126.9338987,36.9403903,126.9323301,0.001568541,-0.00000726,359.7346658
41220-68,경기도 평택시,시도,경기도 평택시,갈평고가교,0.4,37.06072459,127.0557514,37.06078787,127.0479621,0.007789322,-0.0000633,359.5345468
41250-1,경기도 동두천시,지방도,경기도 동두천시,오지재고개,1.5,37.880348,127.138619,37.87583845,127.1403191,-0.001700127,0.004509545,110.65676
41250-2,경기도 동두천시,지방도,경기도 동두천시,탑동터널,1.5,37.89023352,127.1059158,37.89090416,127.1219875,-0.016071757,-0.000670641,182.3894475
41250-3,경기도 동두천시,지방도,경기도 동두천시,왕방터널(시점),0.5,37.89045995,127.1327458,37.88685248,127.1357239,-0.002978169,0.00360747,129.5415877
41270-1,경기도 안산시,일반국도,경기도 안산시,국도42호선,1.2,37.2985337,126.9122312,37.2982861,126.91363,-0.0013988,0.0002476,169.9621134
41270-2,경기도 안산시,지방도,경기도 안산시,순환로,1.6,37.34388,126.795599,37.349497,126.809131,-0.013532,-0.005617,202.5428566
41270-3,경기도 안산시,지방도,경기도 안산시,순환로,1.8,37.349497,126.809131,37.345419,126.829033,-0.019902,0.004078,168.4201508
41270-4,경기도 안산시,지방도,경기도 안산시,순환로,1.2,37.345419,126.829033,37.343407,126.84237,-0.013337,0.002012,171.4211336
41270-5,경기도 안산시,지방도,경기도 안산시,용신로,0.75,37.3040873,126.8701515,37.297809,126.872752,-0.0026005,0.0062783,112.4995559
