사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,,
2.02204E+15,2022년 4월 7일 11시,목요일,경기도 오산시 원동,경상사고,0,0,13,4,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,경상,승합,남,65세,경상,,
2.02204E+15,2022년 4월 7일 23시,목요일,충청남도 천안시 동남구 성남면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,화물,남,56세,경상,,
2.02204E+15,2022년 4월 8일 12시,금요일,부산광역시 금정구 노포동,중상사고,0,1,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,47세,경상,보행자,여,50세,중상,,
2.02204E+15,2022년 4월 9일 00시,토요일,경상남도 양산시 동면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 터널,승용,남,51세,상해없음,화물,남,60세,경상,,
2.02204E+15,2022년 4월 9일 09시,토요일,경상남도 양산시 동면,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,58세,상해없음,승용,여,39세,경상,,
2.02204E+15,2022년 4월 9일 13시,토요일,경기도 평택시 월곡동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,39세,상해없음,승용,여,27세,중상,,
2.02204E+15,2022년 4월 9일 15시,토요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승합,남,50세,경상,,
2.02204E+15,2022년 4월 9일 21시,토요일,대구광역시 북구 금호동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,65세,상해없음,승용,남,31세,경상,,
2.02204E+15,2022년 4월 10일 09시,일요일,경상북도 김천시 봉산면,경상사고,0,0,9,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,52세,상해없음,승합,남,54세,상해없음,,
2.02204E+15,2022년 4월 10일 10시,일요일,경상남도 양산시 하북면,경상사고,0,0,1,2,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,62세,경상,,
2.02204E+15,2022년 4월 11일 09시,월요일,경상남도 양산시 산막동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,단일로 - 기타,화물,남,67세,상해없음,승용,남,41세,경상,,
2.02204E+15,2022년 4월 11일 11시,월요일,경기도 용인시 기흥구 공세동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,남,23세,중상,,
2.02204E+15,2022년 4월 11일 11시,월요일,대구광역시 북구 검단동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,64세,상해없음,승용,여,43세,중상,,
2.02204E+15,2022년 4월 11일 13시,월요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,2,2,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,남,39세,경상,,
2.02204E+15,2022년 4월 12일 00시,화요일,경기도 성남시 분당구 판교동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,남,37세,경상,,
2.02204E+15,2022년 4월 12일 15시,화요일,경기도 용인시 기흥구 고매동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,여,39세,경상,,
2.02204E+15,2022년 4월 12일 19시,화요일,경기도 오산시 고현동,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,화물,남,66세,상해없음,승용,남,31세,경상,,
2.02204E+15,2022년 4월 13일 15시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,57세,상해없음,승용,남,43세,상해없음,,
2.02204E+15,2022년 4월 14일 06시,목요일,서울특별시 서초구 양재동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,화물,남,36세,경상,,1
2.02204E+15,2022년 4월 15일 08시,금요일,경기도 성남시 분당구 정자동,중상사고,0,1,0,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,32세,상해없음,승용,남,32세,중상,,
2.02204E+15,2022년 4월 15일 13시,금요일,충청남도 천안시 서북구 입장면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,20세,상해없음,승용,남,57세,경상,,
2.02204E+15,2022년 4월 15일 18시,금요일,대구광역시 북구 조야동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,56세,상해없음,승용,여,62세,중상,,
2.02204E+15,2022년 4월 15일 22시,금요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,43세,경상,,
2.02204E+15,2022년 4월 16일 13시,토요일,경기도 화성시 송동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,39세,상해없음,승용,남,26세,경상,,
2.02204E+15,2022년 4월 16일 18시,토요일,경기도 안성시 원곡면,경상사고,0,0,2,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승합,남,43세,경상,,
2.02204E+15,2022년 4월 17일 06시,일요일,충청남도 천안시 서북구 성거읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,여,55세,중상,,
2.02204E+15,2022년 4월 17일 13시,일요일,서울특별시 서초구 신원동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,77세,상해없음,승용,여,33세,경상,,1
2.02204E+15,2022년 4월 17일 22시,일요일,경기도 성남시 분당구 삼평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,남,43세,상해없음,승용,남,33세,경상,,
2.02204E+15,2022년 4월 18일 07시,월요일,경기도 오산시 원동,경상사고,0,0,1,1,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31세,부상신고,화물,남,47세,경상,,
2.02204E+15,2022년 4월 18일 16시,월요일,경기도 화성시 송동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,20세,상해없음,승용,여,40세,경상,,
2.02204E+15,2022년 4월 19일 09시,화요일,경기도 성남시 분당구 삼평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,49세,상해없음,승용,여,54세,경상,,
2.02204E+15,2022년 4월 19일 15시,화요일,경기도 안성시 공도읍,중상사고,0,2,0,0,차대차 - 기타,안전거리미확보,건조,맑음,기타 - 기타,화물,남,42세,상해없음,승용,남,67세,중상,,
2.02204E+15,2022년 4월 19일 17시,화요일,경기도 화성시 송동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,55세,상해없음,화물,남,65세,경상,,
2.02204E+15,2022년 4월 20일 10시,수요일,부산광역시 금정구 선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,40세,상해없음,화물,남,45세,경상,,
2.02204E+15,2022년 4월 21일 09시,목요일,경기도 용인시 기흥구 보라동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,여,57세,중상,,
2.02204E+15,2022년 4월 21일 11시,목요일,충청북도 청주시 서원구 남이면,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,화물,남,61세,상해없음,승용,여,46세,중상,,
2.02204E+15,2022년 4월 21일 12시,목요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,남,60세,경상,,
2.02204E+15,2022년 4월 21일 20시,목요일,경기도 안성시 공도읍,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,흐림,단일로 - 기타,승용,남,43세,상해없음,승용,남,56세,경상,,
2.02204E+15,2022년 4월 21일 23시,목요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,21세,상해없음,승용,남,40세,경상,,
2.02204E+15,2022년 4월 22일 11시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,60세,상해없음,승용,남,38세,경상,,
2.02204E+15,2022년 4월 22일 12시,금요일,충청북도 청주시 서원구 현도면,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,67세,상해없음,승용,남,44세,경상,,
2.02204E+15,2022년 4월 23일 09시,토요일,경기도 안성시 원곡면,중상사고,0,1,13,3,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,63세,기타불명,승합,남,59세,경상,,
2.02204E+15,2022년 4월 24일 11시,일요일,경상북도 영천시 본촌동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,여,45세,상해없음,,
2.02204E+15,2022년 4월 24일 21시,일요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,62세,기타불명,승용,남,25세,경상,,
2.02204E+15,2022년 4월 24일 22시,일요일,경기도 성남시 수정구 금토동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승합,남,43세,경상,,
2.02204E+15,2022년 4월 25일 13시,월요일,울산광역시 울주군 삼남읍,중상사고,0,1,4,0,차대차 - 정면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,55세,상해없음,승용,남,27세,경상,,
2.02204E+15,2022년 4월 26일 00시,화요일,충청북도 청주시 흥덕구 석소동,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,47세,상해없음,승용,남,31세,중상,,
2.02204E+15,2022년 4월 26일 05시,화요일,경기도 성남시 분당구 삼평동,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,61세,중상,화물,남,57세,상해없음,,
2.02204E+15,2022년 4월 26일 05시,화요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41세,경상,화물,남,66세,상해없음,,
2.02204E+15,2022년 4월 26일 08시,화요일,경기도 용인시 기흥구 신갈동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,남,41세,중상,,
2.02204E+15,2022년 4월 26일 18시,화요일,경기도 용인시 처인구 남사읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,75세,상해없음,승용,남,25세,경상,,
2.02204E+15,2022년 4월 26일 20시,화요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51세,경상,승용,남,57세,상해없음,,
2.02204E+15,2022년 4월 27일 06시,수요일,경기도 평택시 진위면,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,화물,남,55세,경상,,
2.02204E+15,2022년 4월 29일 03시,금요일,서울특별시 서초구 원지동,경상사고,0,0,2,0,차대차 - 추돌,차로위반,건조,맑음,단일로 - 기타,승용,남,54세,상해없음,승용,남,55세,경상,,1
2.02204E+15,2022년 4월 29일 08시,금요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,51세,상해없음,승용,남,28세,상해없음,,
2.02205E+15,2022년 5월 1일 04시,일요일,서울특별시 서초구 원지동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,화물,남,38세,경상,,1
2.02205E+15,2022년 5월 1일 14시,일요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,8,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,경상,승용,남,29세,경상,,
2.02205E+15,2022년 5월 1일 17시,일요일,대전광역시 대덕구 덕암동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,승용,남,61세,경상,,
2.02205E+15,2022년 5월 4일 12시,수요일,경기도 용인시 기흥구 상갈동,중상사고,0,3,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,60세,상해없음,승용,여,27세,중상,,
2.02205E+15,2022년 5월 4일 18시,수요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,남,29세,경상,,
2.02205E+15,2022년 5월 5일 08시,목요일,충청남도 천안시 동남구 신부동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,승용,남,64세,경상,,
2.02205E+15,2022년 5월 5일 12시,목요일,경기도 성남시 분당구 삼평동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,경상,승용,여,48세,상해없음,,
2.02205E+15,2022년 5월 5일 16시,목요일,경기도 평택시 월곡동,경상사고,0,0,7,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,여,57세,경상,,
2.02205E+15,2022년 5월 5일 18시,목요일,경기도 안성시 원곡면,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,여,46세,경상,,
2.02205E+15,2022년 5월 6일 13시,금요일,충청남도 천안시 동남구 원성동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,건조,맑음,기타 - 기타,화물,남,63세,상해없음,화물,남,61세,경상,,
2.02205E+15,2022년 5월 7일 01시,토요일,경기도 성남시 분당구 궁내동,중상사고,0,1,0,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,화물,남,73세,상해없음,화물,남,55세,중상,,
2.02205E+15,2022년 5월 7일 10시,토요일,경기도 성남시 수정구 금토동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,31세,경상,,
2.02205E+15,2022년 5월 7일 16시,토요일,대구광역시 동구 도동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,경상,승용,남,53세,경상,,
2.02205E+15,2022년 5월 8일 05시,일요일,서울특별시 서초구 양재동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,승용,남,41세,경상,,1
2.02205E+15,2022년 5월 8일 15시,일요일,경기도 화성시 영천동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,남,32세,상해없음,승용,남,27세,경상,,
2.02205E+15,2022년 5월 8일 20시,일요일,충청북도 청주시 서원구 현도면,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,48세,상해없음,승용,남,38세,경상,,
2.02205E+15,2022년 5월 9일 08시,월요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,화물,남,52세,상해없음,승용,남,21세,경상,,
2.02205E+15,2022년 5월 9일 12시,월요일,부산광역시 금정구 노포동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,여,65세,상해없음,화물,남,25세,경상,,
2.02205E+15,2022년 5월 9일 15시,월요일,경기도 평택시 진위면,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,73세,상해없음,승용,남,29세,경상,,
2.02205E+15,2022년 5월 10일 01시,화요일,충청북도 영동군 용산면,사망사고,1,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,여,49세,사망,,
2.02205E+15,2022년 5월 10일 14시,화요일,울산광역시 울주군 삼남읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,23세,상해없음,화물,남,74세,상해없음,,
2.02205E+15,2022년 5월 10일 16시,화요일,대구광역시 북구 금호동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,남,24세,경상,,
2.02205E+15,2022년 5월 10일 21시,화요일,경기도 성남시 분당구 판교동,경상사고,0,0,1,2,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,화물,남,70세,경상,,
2.02205E+15,2022년 5월 11일 13시,수요일,경상북도 칠곡군 지천면,경상사고,0,0,4,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,58세,상해없음,화물,남,48세,경상,,
2.02205E+15,2022년 5월 12일 10시,목요일,경기도 용인시 처인구 남사읍,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,68세,상해없음,승용,여,56세,경상,,
2.02205E+15,2022년 5월 12일 19시,목요일,대구광역시 북구 노곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,18세,상해없음,승용,남,41세,경상,,
2.02205E+15,2022년 5월 12일 20시,목요일,대구광역시 북구 검단동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,35세,경상,,,,,,
2.02205E+15,2022년 5월 13일 21시,금요일,충청남도 천안시 동남구 삼룡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,73세,상해없음,화물,남,64세,경상,,
2.02205E+15,2022년 5월 14일 04시,토요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,51세,경상,,
2.02205E+15,2022년 5월 15일 15시,일요일,울산광역시 울주군 삼남읍,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,74세,상해없음,승용,남,41세,상해없음,,
2.02205E+15,2022년 5월 15일 16시,일요일,경기도 성남시 분당구 삼평동,중상사고,0,1,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,38세,상해없음,승용,남,25세,경상,,
2.02205E+15,2022년 5월 15일 21시,일요일,충청북도 청주시 흥덕구 옥산면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,64세,상해없음,승용,남,54세,경상,,
2.02205E+15,2022년 5월 15일 23시,일요일,충청남도 천안시 동남구 성남면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,35세,경상,,
2.02205E+15,2022년 5월 16일 15시,월요일,경상남도 양산시 상북면,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,18세,상해없음,승용,남,28세,경상,,
2.02205E+15,2022년 5월 16일 16시,월요일,울산광역시 울주군 두서면,부상신고사고,0,0,0,1,차대차 - 기타,기타,건조,맑음,단일로 - 기타,화물,남,52세,상해없음,화물,남,27세,부상신고,,
2.02205E+15,2022년 5월 16일 19시,월요일,경상북도 구미시 원평동,중상사고,0,1,1,0,차대차 - 추돌,신호위반,건조,맑음,단일로 - 기타,승용,여,21세,중상,특수,남,30세,경상,,
2.02205E+15,2022년 5월 17일 17시,화요일,경상북도 구미시 신평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,25세,상해없음,화물,남,50세,경상,,
2.02205E+15,2022년 5월 17일 18시,화요일,경기도 용인시 처인구 남사읍,경상사고,0,0,5,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,60세,상해없음,화물,남,39세,경상,,
2.02205E+15,2022년 5월 19일 17시,목요일,경기도 평택시 진위면,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,기타 - 기타,승용,남,35세,상해없음,승용,남,18세,경상,,
2.02205E+15,2022년 5월 20일 11시,금요일,서울특별시 서초구 원지동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,38세,상해없음,승용,여,40세,경상,,1
2.02205E+15,2022년 5월 21일 09시,토요일,충청남도 천안시 동남구 구성동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,55세,상해없음,승용,남,31세,경상,,
2.02205E+15,2022년 5월 21일 12시,토요일,경상북도 김천시 봉산면,중상사고,0,2,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,남,61세,중상,,
2.02205E+15,2022년 5월 22일 16시,일요일,대구광역시 북구 팔달동,경상사고,0,0,5,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,62세,상해없음,,
2.02205E+15,2022년 5월 22일 18시,일요일,서울특별시 서초구 원지동,경상사고,0,0,6,0,차대차 - 기타,차로위반,건조,맑음,기타 - 기타,승용,남,56세,상해없음,승용,남,42세,경상,,1
2.02205E+15,2022년 5월 22일 23시,일요일,경상북도 경주시 율동,사망사고,1,1,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,남,35세,상해없음,승용,남,68세,경상,,
2.02205E+15,2022년 5월 23일 01시,월요일,경기도 용인시 기흥구 보라동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,19세,경상,화물,남,39세,경상,,
2.02205E+15,2022년 5월 23일 17시,월요일,대구광역시 동구 도동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,남,26세,경상,,
2.02205E+15,2022년 5월 24일 08시,화요일,경기도 성남시 분당구 판교동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,남,40세,경상,,
2.02205E+15,2022년 5월 24일 08시,화요일,경상북도 칠곡군 왜관읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,49세,상해없음,승용,여,54세,경상,,
2.02205E+15,2022년 5월 24일 15시,화요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,2,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,남,40세,경상,,
2.02205E+15,2022년 5월 24일 22시,화요일,경상북도 김천시 아포읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,55세,상해없음,승용,남,31세,상해없음,,
2.02205E+15,2022년 5월 25일 08시,수요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,21세,상해없음,승용,남,43세,경상,,
2.02205E+15,2022년 5월 26일 02시,목요일,경기도 성남시 수정구 금토동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승용,남,48세,경상,,
2.02205E+15,2022년 5월 27일 17시,금요일,충청북도 청주시 흥덕구 옥산면,경상사고,0,0,8,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,29세,경상,승용,남,30세,경상,,
2.02205E+15,2022년 5월 27일 18시,금요일,충청남도 천안시 서북구 성거읍,중상사고,0,2,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,60세,상해없음,승용,남,40세,중상,,
2.02205E+15,2022년 5월 27일 20시,금요일,경상북도 칠곡군 왜관읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,18세,상해없음,승용,여,59세,경상,,
2.02205E+15,2022년 5월 28일 09시,토요일,충청남도 천안시 동남구 목천읍,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,46세,상해없음,승용,남,61세,경상,,
2.02205E+15,2022년 5월 28일 12시,토요일,경기도 화성시 송동,경상사고,0,0,4,1,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,31세,상해없음,승용,남,60세,경상,,
2.02205E+15,2022년 5월 28일 12시,토요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,3,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승용,여,40세,경상,,
2.02205E+15,2022년 5월 28일 18시,토요일,경기도 평택시 평택동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,27세,상해없음,승용,남,58세,경상,,
2.02205E+15,2022년 5월 29일 06시,일요일,서울특별시 서초구 원지동,경상사고,0,0,4,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,52세,경상,,1
2.02205E+15,2022년 5월 29일 12시,일요일,경기도 성남시 분당구 삼평동,경상사고,0,0,5,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,70세,상해없음,승용,남,29세,경상,,
2.02205E+15,2022년 5월 29일 16시,일요일,경기도 안성시 공도읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,특수,남,66세,상해없음,승용,남,56세,경상,,
2.02205E+15,2022년 5월 29일 20시,일요일,충청북도 청주시 서원구 현도면,경상사고,0,0,5,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,남,55세,경상,,
2.02205E+15,2022년 5월 29일 22시,일요일,경기도 성남시 분당구 백현동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,승용,남,36세,경상,,
2.02205E+15,2022년 5월 30일 14시,월요일,경상북도 칠곡군 왜관읍,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,여,48세,경상,,
2.02205E+15,2022년 5월 31일 00시,화요일,충청남도 천안시 동남구 목천읍,사망사고,1,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,화물,남,57세,사망,화물,남,62세,경상,,
