"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자"
"3230000","PHMA220093230034021200001","2009-10-06","","01","영업/정상","13","영업중","","","","","1899-2225","3867.8","138-171","서울특별시 송파구 송파1동 20번지 8호 지하2층~지상7층","서울특별시 송파구 백제고분로 407 (송파동, 지하 2층~7층)","05621","강남힘찬병원","2023-12-08 15:52:46","U","2022-11-01 23:00:00.0","병원","209641.102325061","445051.638159851","","","","","","","","","","","","","","","",""
"3060000","PHMA220083060034021200023","2008-09-01","","01","영업/정상","13","영업중","","","","","02-2209-6677","2114.75","","","서울특별시 중랑구 망우로 476 (망우동)","02178","서울라본병원","2024-01-17 21:23:31","U","2023-11-30 23:09:00.0","병원","209210.830664866","455338.56819019","","","","","","","","","","","","","","","",""
"3090000","PHMA220223090033021200003","2022-09-23","","01","영업/정상","13","영업중","","","","","02-991-1075","2544.15","","서울특별시 도봉구 창동 553-2 3~7층","서울특별시 도봉구 덕릉로 215, 3~7층 (창동)","01472","자향한방병원","2023-11-06 17:45:37","U","2022-11-01 00:08:00.0","한방병원","203151.226589443","459468.169735429","","","","","","","","","","","","","","","",""
"3030000","PHMA220123030033021200004","2012-12-13","","01","영업/정상","13","영업중","","","","","02-3408-2100","4331.75","133-837","서울특별시 성동구 송정동 81번지 14호","서울특별시 성동구 광나루로 243 (송정동)","04802","학교법인대진교육재단 제인병원","2024-01-12 13:19:30","U","2023-11-30 23:04:00.0","병원","204968.468327442","449690.197895816","","","","","","","","","","","","","","","",""
"3140000","PHMA220163140033021200001","2016-04-29","","01","영업/정상","13","영업중","","","","","02-2696-5601","1633.3","","","서울특별시 양천구 신월로 151 (신월동)","08032","솔빛한방병원","2024-01-05 16:46:35","U","2023-12-01 00:07:00.0","한방병원","185827.975624821","446176.194065655","","","","","","","","","","","","","","","",""
"3230000","PHMA220223230034021200002","2022-05-26","","01","영업/정상","13","영업중","","","","","02-424-2340","2219.83","","서울특별시 송파구 삼전동 33-3 지하1층~6층","서울특별시 송파구 삼전로 42, 지하1~6층 (삼전동)","05593","강남푸른숲한방병원","2023-12-22 11:16:57","U","2022-11-01 22:04:00.0","한방병원","207625.449032462","444492.597835876","","","","","","","","","","","","","","","",""
"3210000","PHMA220223210034021200001","2022-06-28","","01","영업/정상","13","영업중","","","","","0262075678","","","서울특별시 서초구 서초동 1302-2 대지스포츠프라자","서울특별시 서초구 서운로 220, 대지스포츠프라자 4층 (서초동)","06609","자이비뇨의학과병원","2023-07-07 09:11:14","U","2022-12-07 00:09:00.0","병원","201856.625065785","444502.636699224","","","","","","","","","","","","","","","",""
"3150000","PHMA220183150037021200002","2018-12-26","","01","영업/정상","13","영업중","","","","","1522-7000","210039.25","","서울특별시 강서구 마곡동 808 이화의대부속서울병원","서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)","07804","이화여자대학교의과대학부속서울병원","2024-01-09 13:15:46","U","2023-11-30 23:01:00.0","종합병원","185455.170806691","450604.239360205","","","","","","","","","","","","","","","",""
"3240000","PHMA220113240033021200002","2011-11-01","","01","영업/정상","13","영업중","","","","","02-455-4500","806.11","","","서울특별시 강동구 양재대로 1556 (길동)","05302","강동한방병원","2023-11-13 14:09:38","U","2022-10-31 23:05:00.0","한방병원","212543.991693028","449139.931500058","","","","","","","","","","","","","","","",""
"3230000","PHMA220113230034021200002","2011-09-27","","01","영업/정상","13","영업중","","","","","02-1544-3049","2082.53","","서울특별시 송파구 거여동 559번지 5호 삼원빌딩","서울특별시 송파구 오금로 488, 삼원빌딩 (거여동)","05772","송파새희망요양병원","2023-08-24 13:38:16","U","2022-12-07 22:06:00.0","요양병원(일반요양병원)","212568.79253158","443483.209201758","","","","","","","","","","","","","","","",""
"3120000","PHMA220223120033021200001","20221202","","01","영업/정상","13","영업중","","","","","02-6237-7775","","","서울특별시 서대문구 홍은동 275-59 미도빌딩","서울특별시 서대문구 모래내로 330, 미도빌딩 (홍은동)","03658","신촌힐링요양병원","2022-12-02 17:05:26","I","2021-11-02 00:04:00.0","요양병원(일반요양병원)","194093.323180004","453052.898302227","","","","","","","","","","","","","","","",""
"3220000","PHMA220223220033021200003","20220527","","01","영업/정상","13","영업중","","","","","02-1800-7544","","","서울특별시 강남구 역삼동 825 미진프라자","서울특별시 강남구 강남대로 390, 미진프라자 3층 (역삼동)","06232","립샘한방병원","2022-11-18 09:31:11","U","2021-10-31 22:00:00.0","한방병원","202462.604763481","443960.186302868","","","","","","","","","","","","","","","",""
"3200000","PHMA220223200033021200001","20220627","","01","영업/정상","13","영업중","","","","","02-3218-1075","","","","서울특별시 관악구 남부순환로 1485, 삼남빌딩 1층, 7층, 8층 (신림동)","08761","바를정한방병원","2022-12-02 10:33:36","U","2021-11-02 00:04:00.0","한방병원","","","","","","","","","","","","","","","","","",""
"3170000","PHMA219853170035021200002","1985-11-05","","01","영업/정상","13","영업중","","","","","02-857-2001","4652.48","","","서울특별시 금천구 독산로 362 (독산동)","08547","실버한방병원","2023-12-19 11:42:54","U","2022-11-01 22:01:00.0","한방병원","191453.803581813","441879.189417626","","","","","","","","","","","","","","","",""
"3200000","PHMA220193200033021200002","20191226","","01","영업/정상","13","영업중","","","","","02-1644-8511","","","서울특별시 관악구 신림동 1638번지 1호 삼모더프라임타워","서울특별시 관악구 신원로 35, 삼모더프라임타워 6층 (신림동)","08776","치유본한방병원","2022-09-15 15:34:22","U","2021-12-08 23:07:00.0","한방병원","193643.274303943","442230.03574985","","","","","","","","","","","","","","","",""
"3000000","PHMA219813000034021200001","1981-07-09","","01","영업/정상","13","영업중","","","","","1588-5700","202988","110-744","서울특별시 종로구 연건동 28","서울특별시 종로구 대학로 101 (연건동)","03080","서울대학교병원","2023-12-05 09:10:15","U","2022-11-02 00:07:00.0","종합병원","199824.095974723","452984.360451452","","","","","","","","","","","","","","","",""
"3140000","PHMA219933140033021200001","1993-07-30","","01","영업/정상","13","영업중","","","","","02-2650-5114","56621.97","158-710","서울특별시 양천구 목동 911번지 1호","서울특별시 양천구 안양천로 1071 (목동)","07985","이화여자대학교의과대학부속목동병원","2024-01-05 16:46:21","U","2023-12-01 00:07:00.0","종합병원","189878.40729119","448255.199632516","","","","","","","","","","","","","","","",""
"3180000","PHMA219823180034021200001","1982-09-30","","01","영업/정상","13","영업중","","","","","02-840-7114","20380","","","서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)","07354","성애의료재단 성애병원","2023-08-17 13:48:14","U","2022-12-07 23:09:00.0","종합병원","193103.15995228","445540.317920093","","","","","","","","","","","","","","","",""
"3230000","PHMA220173230034021200002","2017-01-31","","01","영업/정상","13","영업중","","","","","02-2088-3000","2183.89","","서울특별시 송파구 문정동 640-3 한스빌딩","서울특별시 송파구 정의로8길 7, 한스빌딩 1~4층 (문정동)","05836","민트병원","2023-12-22 11:14:13","U","2022-11-01 22:04:00.0","병원","","","","","","","","","","","","","","","","","",""
"3010000","PHMA219943010033021200001","1994-02-25","","01","영업/정상","13","영업중","","","","","02-2231-0900","13456","","","서울특별시 중구 다산로 78 (신당동, 송도병원)","04597","서울송도병원","2023-11-08 09:18:57","U","2022-10-31 23:00:00.0","병원","200649.528636859","449877.44410054","","","","","","","","","","","","","","","",""
"3140000","PHMA220013140033021200001","2001-04-02","","01","영업/정상","13","영업중","","","","","02-2604-7551","6592.49","","","서울특별시 양천구 남부순환로 331 (신월동, 메디힐병원)","07905","메디힐병원","2023-11-07 14:25:25","U","2022-11-01 00:09:00.0","병원","184727.430998613","448317.177185441","","","","","","","","","","","","","","","",""
"3230000","PHMA220133230034021200001","2013-07-15","","01","영업/정상","13","영업중","","","","","02-430-1122","8646.01","","서울특별시 송파구 가락동 57번지 B3-6층","서울특별시 송파구 송이로 111, B3-6층 (가락동, 청석빌딩)","05716","송파드림재활병원","2024-01-09 09:41:48","U","2023-11-30 23:01:00.0","병원","210736.904409143","443841.338101311","","","","","","","","","","","","","","","",""
"3080000","PHMA220163080033021200001","2016-12-12","","01","영업/정상","13","영업중","","","","","02-900-7006","1863.63","","서울특별시 강북구 번동 461-68 북서울요양병원","서울특별시 강북구 한천로 1002, 북서울요양병원 (번동)","01058","북서울요양병원","2023-12-27 17:57:06","U","2022-11-01 22:09:00.0","요양병원(일반요양병원)","202582.466293771","459530.486138019","","","","","","","","","","","","","","","",""
"3240000","PHMA220053240033021200004","2005-02-28","","01","영업/정상","13","영업중","","","","","02-480-8000","5423.31","","","서울특별시 강동구 천호대로 1159 (길동)","05356","서울양병원","2023-11-13 14:08:06","U","2022-10-31 23:05:00.0","병원","212316.479132778","447989.176069951","","","","","","","","","","","","","","","",""
"3120000","PHMA220213120033021200002","2021-11-01","","01","영업/정상","13","영업중","","","","","02-333-7550","3904.77","","","서울특별시 서대문구 수색로 102, 2~4층 (북가좌동, DMC요진아파트)","03790","활명한방병원","2024-01-11 15:57:22","U","2023-11-30 23:03:00.0","한방병원","191836.275479334","452295.332828958","","","","","","","","","","","","","","","",""
"3230000","PHMA220083230034021201553","2008-06-23","","01","영업/정상","13","영업중","","","","","02-2152-6555","","","서울특별시 송파구 가락동 121번지 2호 마리아 의료재단 새병원","서울특별시 송파구 송이로 152, 마리아 의료재단 새병원 (가락동)","05829","의료법인마리아의료재단마리아병원","2023-06-26 16:27:53","U","2022-12-05 22:08:00.0","병원","210933.669348726","443458.701668372","","","","","","","","","","","","","","","",""
"3090000","PHMA220063090033021200001","2006-07-05","","01","영업/정상","13","영업중","","","","","02-992-7582","1908.83","","","서울특별시 도봉구 방학로 177 (방학동)","01384","스카이요양병원","2023-11-06 17:33:45","U","2022-11-01 00:08:00.0","요양병원(일반요양병원)","202794.358626436","462181.548748132","","","","","","","","","","","","","","","",""
"3180000","PHMA220053180034021200004","1981-11-13","","01","영업/정상","13","영업중","","","","","02-2635-2809","4172.98","","","서울특별시 영등포구 당산로31길 10 (당산동3가)","07256","의료법인 인봉의료재단 영등포병원","2023-10-13 17:38:35","U","2022-10-30 23:05:00.0","병원","190722.223012136","447181.323127997","","","","","","","","","","","","","","","",""
"3180000","PHMA219933180034021200002","19840302","","01","영업/정상","13","영업중","","","","","02-2678-0001","","","","서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원)","07301","씨엠병원","2022-08-05 09:33:54","U","2021-12-08 00:07:00.0","종합병원","191458.813597697","446295.815425865","","","","","","","","","","","","","","","",""
"3230000","PHMA220153230034021200002","2015-04-21","","01","영업/정상","13","영업중","","","","","02-6907-2021","3203.32","","서울특별시 송파구 문정동 634 가든파이브라이프 10층  L-10001~4, L-10006~8호","서울특별시 송파구 충민로 66, 가든파이브라이프 10층 L-10001~4,L-10006~8호 (문정동)","05838","잠실자생한방병원","2023-12-08 15:53:17","U","2022-11-01 23:00:00.0","한방병원","210986.460698452","441725.293491662","","","","","","","","","","","","","","","",""
"3150000","PHMA220153150037021200001","2015-03-11","","01","영업/정상","13","영업중","","","","","02-2696-8275","1301.92","","서울특별시 강서구 화곡동 938번지 19호 백제빌딩","서울특별시 강서구 곰달래로 54, 백제빌딩 1~7층 (화곡동)","07775","강서수한방병원","2023-09-12 15:58:13","U","2022-12-08 23:04:00.0","한방병원","185684.894440424","447532.217283307","","","","","","","","","","","","","","","",""
"3220000","PHMA219943220033021200003","1994-06-13","","01","영업/정상","13","영업중","","","","","02-3410-2114","271968.37","","서울특별시 강남구 일원동 50번지","서울특별시 강남구 일원로 81 (일원동, 삼성의료원)","06351","삼성서울병원","2024-01-12 13:31:21","U","2023-11-30 23:04:00.0","종합병원","207534.49462606","442943.860447203","","","","","","","","","","","","","","","",""
"3240000","PHMA219863240033021200001","1986-10-17","","01","영업/정상","13","영업중","","","","","02-2224-2114","51431.74","","","서울특별시 강동구 성안로 150 (길동)","05355","성심의료재단강동성심병원","2023-12-22 14:25:40","U","2022-11-01 22:04:00.0","종합병원","211883.6883558","448216.574876094","","","","","","","","","","","","","","","",""
"3080000","PHMA220073080033021200001","2007-01-17","","01","영업/정상","13","영업중","","","","","02-988-9456~7","2513.21","","서울특별시 강북구 미아동 734번지 108호","서울특별시 강북구 삼양로 204 (미아동, 효성요양병원)","01173","효성요양병원","2023-10-04 21:38:25","U","2022-10-31 00:06:00.0","요양병원(일반요양병원)","201738.719381809","457742.089570552","","","","","","","","","","","","","","","",""
"3230000","PHMA219983230034021201557","1998-06-05","","01","영업/정상","13","영업중","","","","","02-405-8500","6957.17","","","서울특별시 송파구 오금로 290 (가락동)","05700","서울병원","2023-12-08 15:51:17","U","2022-11-01 23:00:00.0","병원","210957.431412735","444640.816145501","","","","","","","","","","","","","","","",""
"3110000","PHMA220113110032021200001","2011-06-10","","01","영업/정상","13","영업중","","","","","02-1588-3797","","","","서울특별시 은평구 서오릉로 45, 최원호병원 (녹번동)","03459","최원호병원","2023-04-17 09:49:14","U","2022-12-03 23:09:00.0","병원","","","","","","","","","","","","","","","","","",""
"3050000","PHMA219713050034021200002","1971-10-05","","01","영업/정상","13","영업중","","","","","02-958-8114","","","서울특별시 동대문구 회기동 1-5","서울특별시 동대문구 경희대로 23 (회기동)","02447","경희대학교병원","2023-03-24 13:24:32","U","2022-12-02 22:06:00.0","종합병원","204469.209049094","454934.047367752","","","","","","","","","","","","","","","",""
"3000000","PHMA220213000034021200002","2021-06-24","","01","영업/정상","13","영업중","","","","","02-1588-6858","5840.71","","서울특별시 종로구 내자동 219 도반 빌딩","서울특별시 종로구 새문안로5가길 33, 도반 빌딩 2~12층,14층일부 (내자동)","03170","도반한방병원","2024-01-19 16:26:07","U","2023-11-30 22:01:00.0","한방병원","197539.970819724","452504.064126045","","","","","","","","","","","","","","","",""
"3000000","PHMA220223000034021200001","2022-04-27","","01","영업/정상","13","영업중","","","","","02-6213-1010","2406","","","서울특별시 종로구 대학로 89, 대학로빌딩 지하1, 지상2~6층 (연건동)","03082","치휴한방병원","2023-11-27 15:34:47","U","2022-10-31 22:09:00.0","한방병원","200089.004472863","452986.206777353","","","","","","","","","","","","","","","",""
"3000000","PHMA220213000034021200001","20210527","","01","영업/정상","13","영업중","","","","","02-730-7777","","","서울특별시 종로구 신문로2가 1-158 썬타워빌딩 지하1층, 지상2,3,4,5,6,7층","서울특별시 종로구 경희궁길 26, 썬타워빌딩 지하1층, 지상2,3,4,5,6,7층 (신문로2가)","03175","아미나요양병원","2022-10-19 09:32:17","U","2021-10-30 22:01:00.0","요양병원(일반요양병원)","197369.925430517","452219.605210118","","","","","","","","","","","","","","","",""
"3230000","PHMA219983230034021201568","1998-03-30","","01","영업/정상","13","영업중","","","","","02-2147-6000","5419.71","","서울특별시 송파구 석촌동 174번지 13호 한솔병원","서울특별시 송파구 송파대로 445, 한솔병원 (석촌동)","05616","한솔병원","2023-10-02 11:12:36","U","2022-10-31 00:04:00.0","병원","209295.368139314","444879.115591176","","","","","","","","","","","","","","","",""
"3230000","PHMA220163230034021200006","2016-06-30","","01","영업/정상","13","영업중","","","","","02-3411-2360","1684.51","","","서울특별시 송파구 송이로 156, 태정타워 (가락동)","05829","강남센트럴요양병원","2024-01-09 09:40:11","U","2023-11-30 23:01:00.0","요양병원(일반요양병원)","210944.860093544","443429.781369679","","","","","","","","","","","","","","","",""
"3000000","PHMA219773000034021200001","1977-04-01","","01","영업/정상","13","영업중","","","","","02-2002-8000","17910","","","서울특별시 종로구 새문안로 9, 적십자병원 (평동)","03181","서울적십자병원","2023-10-11 10:20:38","U","2022-10-30 23:04:00.0","종합병원","197013.490218964","451678.787536538","","","","","","","","","","","","","","","",""
"3050000","PHMA220123050034021200002","2012-12-14","","01","영업/정상","13","영업중","","","","","02-927-6501","4651.64","","서울특별시 동대문구 용두동 129번지 36호","서울특별시 동대문구 무학로 88 (용두동, 지하2~지상8층)","02589","왕십리휴요양병원","2024-01-11 08:55:45","U","2023-11-30 23:03:00.0","요양병원(일반요양병원)","202670.049271259","452196.571007272","","","","","","","","","","","","","","","",""
"3180000","PHMA219853180034021200001","1980-01-11","","01","영업/정상","13","영업중","","","","","02-829-5114","58385.6","","","서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)","07441","한림대학교 강남성심병원","2023-07-31 17:58:12","U","2022-12-08 00:02:00.0","종합병원","191856.261805151","443459.357676774","","","","","","","","","","","","","","","",""
"3070000","PHMA220223070034021200001","2022-02-28","","01","영업/정상","13","영업중","","","","","02-6231-7575","1890.7","","서울특별시 성북구 종암동 3-1342 청한빌딩 4,5층","서울특별시 성북구 종암로 129, 청한빌딩 4,5층 (종암동)","02803","한마음한방병원","2023-10-23 09:42:21","U","2022-10-30 22:05:00.0","한방병원","202819.871767584","455458.024657239","","","","","","","","","","","","","","","",""
"3190000","PHMA220073190033021200002","2007-10-23","","01","영업/정상","13","영업중","","","","","02-848-0100","","156-854","서울특별시 동작구 신대방동 686번지 1호","서울특별시 동작구 시흥대로 634 (신대방동)","07072","의료법인에이치엠피의료재단녹십초요양병원","2023-04-14 08:29:57","U","2022-12-03 23:06:00.0","요양병원(일반요양병원)","191677.374890384","442912.575897947","","","","","","","","","","","","","","","",""
"3210000","PHMA219993210034021200001","1999-07-24","","01","영업/정상","13","영업중","","","","","6388-8114","6663.28","137-820","서울특별시 서초구 방배동 481번지 10호","서울특별시 서초구 남부순환로 2151 (방배동)","06699","대항병원","2023-12-06 10:03:20","U","2022-11-02 00:08:00.0","병원","198865.609772728","441491.109507535","","","","","","","","","","","","","","","",""
"3150000","PHMA220223150037021200002","20220428","","01","영업/정상","13","영업중","","","","","02-6953-8226","","","서울특별시 강서구 내발산동 668","서울특별시 강서구 강서로 323, 4~8층 (내발산동)","07632","숨이편한병원","2022-04-28 15:44:52","I","2021-12-03 21:00:00.0","병원","185487.641769266","450280.85856253","","","","","","","","","","","","","","","",""
"3180000","PHMA220103180034021200002","20101122","","01","영업/정상","13","영업중","","","","","02-3284-7777","","","","서울특별시 영등포구 대림로 223 (대림동, 명지춘혜병원)","07378","의료법인 춘혜의료재단 명지춘혜재활병원","2022-12-20 09:52:04","U","2021-11-01 22:02:00.0","병원","","","","","","","","","","","","","","","","","",""
"3230000","PHMA220083230034021201554","2008-01-02","","01","영업/정상","13","영업중","","","","","02-407-7700","3429.02","","","서울특별시 송파구 송이로 76, 뉴스타트병원 (가락동)","05707","뉴스타트병원","2023-10-11 09:09:08","U","2022-10-30 23:04:00.0","병원","210493.764941542","444103.26092079","","","","","","","","","","","","","","","",""
"3230000","PHMA219933230034021201562","1993-01-09","","01","영업/정상","13","영업중","","","","","02-443-7575","958.25","","서울특별시 송파구 문정동 17-5 인애가한방병원","서울특별시 송파구 문정로 65, 인애가한방병원 1,2,4,5,6층 (문정동)","05797","의료법인일맥의료재단 송파인애가한방병원","2023-11-22 09:46:31","U","2022-10-31 22:04:00.0","한방병원","211382.026862476","442795.708066717","","","","","","","","","","","","","","","",""
"3090000","PHMA219933090033021200001","1993-02-03","","01","영업/정상","13","영업중","","","","","02-3492-3251","14272.24","","서울특별시 도봉구 도봉동 617-21","서울특별시 도봉구 도봉로 755(도봉동)","01310","서울노보스병원","2023-12-22 08:47:37","U","2022-11-01 22:04:00.0","병원","203784.030841855","463306.561200616","","","","","","","","","","","","","","","",""
"3210000","PHMA220143210034021200001","2014-01-09","","01","영업/정상","13","영업중","","","","","02-593-0052","3124.96","","서울특별시 서초구 서초동 1603-1 블루핀타워","서울특별시 서초구 서초중앙로 42, 블루핀타워 지하2층,지하1층,1층,2층,3층 동 (서초동)","06643","장덕한방병원","2023-12-06 10:06:10","U","2022-11-02 00:08:00.0","한방병원","201353.74049169","442618.447987766","","","","","","","","","","","","","","","",""
"3060000","PHMA220113060034021200001","2011-03-09","","01","영업/정상","13","영업중","","","","","02-2276-7000","105041.37","","","서울특별시 중랑구 신내로 156 (신내동)","02053","서울특별시서울의료원","2024-01-17 21:23:02","U","2023-11-30 23:09:00.0","종합병원","208580.409647184","456742.947541604","","","","","","","","","","","","","","","",""
"3060000","PHMA220083060034021200012","2008-05-01","","01","영업/정상","13","영업중","","","","","02-493-9700","3797.31","","","서울특별시 중랑구 망우로 316, 이지팰리스 5~7층 503-2,504,505,601~605,701~705호 (상봉동)","02148","한걸음요양병원","2024-01-18 13:33:07","U","2023-11-30 22:00:00.0","요양병원(일반요양병원)","207660.883688474","454911.110252938","","","","","","","","","","","","","","","",""
"3060000","PHMA220023060034021200020","2002-10-25","","01","영업/정상","13","영업중","","","","","02-490-4000","3165.19","","서울특별시 중랑구 망우동 488-8 장스여성병원 비동","서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)","02073","장스여성병원","2023-10-10 09:03:37","U","2022-10-30 23:02:00.0","병원","208547.560589346","455271.790327778","","","","","","","","","","","","","","","",""
"3090000","PHMA220043090033021200001","2004-08-23","","01","영업/정상","13","영업중","","","","","02-903-9920","3626","132-830","서울특별시 도봉구 방학3동 442","서울특별시 도봉구 시루봉로 137 (방학동)","01316","경희늘푸른노인전문병원","2023-11-06 17:32:15","U","2022-11-01 00:08:00.0","요양병원(노인병원)","202338.937796637","462312.588860817","","","","","","","","","","","","","","","",""
"3080000","PHMA220073080033021200002","2007-08-01","","01","영업/정상","13","영업중","","","","","02-986-9988","2750.46","","서울특별시 강북구 미아동 189번지 6호 포근한노인전문병원","서울특별시 강북구 도봉로 266 (미아동)","01128","포근한병원","2023-12-27 17:58:22","U","2022-11-01 22:09:00.0","병원","202061.252065402","458882.073020606","","","","","","","","","","","","","","","",""
"3210000","PHMA220203210034021200001","2006-04-11","","01","영업/정상","13","영업중","","","","","02-570-1234","2731.43","","서울특별시 서초구 서초동 1426-1","서울특별시 서초구 서초중앙로 4, 기쁨병원 (서초동)","06725","기쁨병원","2023-12-28 09:04:30","U","2022-11-01 21:00:00.0","병원","201523.81737501","442288.685384896","","","","","","","","","","","","","","","",""
"3240000","PHMA220063240033021200002","2006-02-27","","01","영업/정상","13","영업중","","","","","02-440-7114","47530.54","","","서울특별시 강동구 동남로 892 (상일동)","05278","강동경희대학교의대병원","2023-12-28 10:17:41","U","2022-11-01 21:00:00.0","종합병원","213839.356195548","450118.261707983","","","","","","","","","","","","","","","",""
"3000000","PHMA220043000034021200001","2004-09-01","","01","영업/정상","13","영업중","","","","","02-2072-2655","","","","서울특별시 종로구 대학로 101 (연건동)","03080","서울대학교치과병원","2023-05-01 13:51:36","U","2022-12-05 00:03:00.0","치과병원","","","","","","","","","","","","","","","","","",""
"3000000","PHMA220183000034021200001","2018-04-16","","01","영업/정상","13","영업중","","","","","02-737-7582","3274.96","","서울특별시 종로구 숭인동 200번지 26호 진형빌딩","서울특별시 종로구 종로 386, 6.7.8.9층 (숭인동)","03115","서울숭인병원","2023-08-24 09:03:09","U","2022-12-07 22:06:00.0","병원","201728.010848506","452416.82550417","","","","","","","","","","","","","","","",""
"3020000","PHMA219843020033021200001","1984-04-03","","01","영업/정상","13","영업중","","","","","02-799-5000","14998.5","140-907","서울특별시 용산구 이촌동 301번지 165호","서울특별시 용산구 이촌로 318 (이촌동)","04425","금강아산병원(재단법인 아산사회복지재단)","2023-10-12 18:30:58","U","2022-10-30 23:04:00.0","병원","198334.528715682","446153.522154789","","","","","","","","","","","","","","","",""
"3000000","PHMA220123000034021200001","2012-05-16","","01","영업/정상","13","영업중","","","","","02-1644-7541","2638.64","","서울특별시 종로구 평창동 158-1 글로리아타운","서울특별시 종로구 평창문화로 75, 글로리아타운 2층일부,3,5층 (평창동)","03009","로이병원","2024-01-04 18:03:11","U","2023-12-01 00:06:00.0","병원","197212.364862058","456055.205802855","","","","","","","","","","","","","","","",""
"3000000","PHMA219793000034021200001","1979-03-24","","01","영업/정상","13","영업중","","","","","02-2001-2001","","110-746","서울특별시 종로구 평동 108","서울특별시 종로구 새문안로 29 (평동)","03181","강북삼성병원","2023-06-01 09:22:26","U","2022-12-06 00:04:00.0","종합병원","197111.969637621","451776.44366444","","","","","","","","","","","","","","","",""
"3000000","PHMA219873000034021200001","1987-04-24","","01","영업/정상","13","영업중","","","","","02-737-0181","8249.92","110-080","서울특별시 종로구 무악동 32번지 2호","서울특별시 종로구 통일로 256 (무악동)","03030","세란병원","2024-01-19 16:27:23","U","2023-11-30 22:01:00.0","종합병원","196173.853620552","452543.712240555","","","","","","","","","","","","","","","",""
"3010000","PHMA220063010033021200002","20060622","","01","영업/정상","13","영업중","","","","","-3393-1122","","","","서울특별시 중구 장충단로 263, 14층 (을지로6가, 밀리오레상가건물)","04563","더블유치과병원","2019-10-29 09:42:49","U","2019-10-31 02:40:00.0","치과병원","200697.821203755","451764.474808456","치과병원","2","0","0","147.94","403 404 405 406 407 408 412","치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 통합치의학과","","","","0","0","","","0",""
"3010000","PHMA220063010033021200003","2006-11-20","","01","영업/정상","13","영업중","","","","","2233-3923","","100-829","서울특별시 중구 신당동 336번지 3호","서울특별시 중구 다산로 175, 3층 (신당동, 명덕빌딩)","04608","유치과병원","2023-05-25 11:26:34","U","2022-12-04 22:07:00.0","치과병원","201064.963697104","450779.720971036","","","","","","","","","","","","","","","",""
"3030000","PHMA220053030033021200001","2005-08-11","","01","영업/정상","13","영업중","","","","","02-2282-0001","1732.35","","서울특별시 성동구 홍익동 102번지","서울특별시 성동구 마장로 207 (홍익동)","04706","서울특별시장애인치과병원","2023-09-27 08:55:42","U","2022-12-08 22:09:00.0","치과병원","202827.973126186","451607.692035272","","","","","","","","","","","","","","","",""
"3010000","PHMA220103010033021200003","20100930","","01","영업/정상","13","영업중","","","","","02-754-2879","","","서울특별시 중구 명동1가 53번지 1호 7층","서울특별시 중구 명동길 43, 7층 (명동1가, 신한은행)","04534","라임나무치과병원","2017-09-05 18:38:11","I","2018-08-31 23:59:59.0","치과병원","198582.339705178","451302.602871612","치과병원","4","0","0","533","403 404 406 407","치과보철과, 치과교정과, 치주과, 치과보존과","","","","0","0","","","0",""
"3010000","PHMA220113010033021200002","20111028","","01","영업/정상","13","영업중","","","","","02-733-2875","","","","서울특별시 중구 퇴계로 447, 211~213호 (황학동, 황학아크로타워)","04575","연세스위트치과병원","2022-06-02 17:48:41","U","2021-12-06 00:04:00.0","치과병원","201836.958204434","451519.359477588","","","","","","","","","","","","","","","",""
"3010000","PHMA220163010033021200002","2016-09-13","","01","영업/정상","13","영업중","","","","","02-2234-8585","","","","서울특별시 중구 다산로 258, 2,3층 (흥인동, 리마크빌)","04570","참바로병원","2023-07-17 16:59:49","U","2022-12-06 23:09:00.0","병원","201400.824438273","451528.012185815","","","","","","","","","","","","","","","",""
"3010000","PHMA220003010033021200001","20000810","","01","영업/정상","13","영업중","","","","","753-1922","","100706","서울특별시 중구 충무로1가 25번지 5호 고려대연각센터빌딩 3층 306호","서울특별시 중구 퇴계로 97, 3층 306호 (충무로1가, 고려대연각센터빌딩)","04535","한누리치과병원","2017-09-05 18:38:11","I","2018-08-31 23:59:59.0","치과병원","198388.365585519","450963.241815173","치과병원","3","0","0","302.6","407 406 405 404 403","치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과","","","","0","0","","","0",""
