"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소","정원(수용인원)","현인원","전화번호","우편번호"
"구파발성당데이케어센터","F04424","(노인) 재가노인복지시설","재가노인복지시설","자치구","인경희","1138000000","은평구","서울특별시 은평구 진관2로 29-16 (진관동)","21","21","02-354-1380","03306"
"서울숲단기보호센터","F04450","(노인) 재가노인복지시설","재가노인복지시설","자치구","박윤희","1120000000","성동구","서울특별시 성동구 뚝섬로 401-24층 (성수동2가)","9","9","02-6204-7227","04784"
"금호동성당데이케어센터","F04453","(노인) 재가노인복지시설","재가노인복지시설","자치구","양재혁","1120000000","성동구","서울특별시 성동구 무수막18길 36 (금호동2가)","21","21","02-2236-9671","04728"
"왕십리성당데이케어센터","F04454","(노인) 재가노인복지시설","재가노인복지시설","자치구","신경란","1120000000","성동구","서울특별시 성동구 무학로10길 21 (홍익동)","20","20","02-2282-3874","04708"
"성동구립사근동데이케어센터","F04455","(노인) 재가노인복지시설","재가노인복지시설","자치구","이도선","1120000000","성동구","서울특별시 성동구 사근동길 37 (사근동)","28","28","02-6956-0708","04761"
"성수데이케어센터","F04456","(노인) 재가노인복지시설","재가노인복지시설","자치구","천미영","1120000000","성동구","서울특별시 성동구 성덕정길 79 (성수동2가)","31","28","02-431-0191","04775"
"금호무지개노인복지센터","F04457","(노인) 재가노인복지시설","재가노인복지시설","자치구","이소정","1120000000","성동구","서울특별시 성동구 금호로13길 17201호 (금호동2가)","28","24","02-2234-4177","04723"
"천호동성당데이케어센터","F04558","(노인) 재가노인복지시설","재가노인복지시설","자치구","이서인","1174000000","강동구","서울특별시 강동구 구천면로 236-15층 (천호동)","21","21","02-471-9973","05334"
"에이스희망케어센터","F04610","(노인) 재가노인복지시설","재가노인복지시설","자치구","김순금","1123000000","동대문구","서울특별시 동대문구 고산자로 420경동프라자 6층 (용두동)","74","54","02-959-3313","02560"
"서울시립동대문실버케어센터","F04768","(노인) 재가노인복지시설","재가노인복지시설","자치구","","1100000000","서울특별시","서울특별시 동대문구 황물로 12 (답십리동)","","","02-000-0000","02591"
"서울시립마포실버케어센터","F04769","(노인) 재가노인복지시설","재가노인복지시설","자치구","","1144000000","마포구","서울특별시 마포구 백범로31길 21 (공덕동)","","","02-000-0000","04147"
"구립연희안산데이케어센터","F14038","(노인) 재가노인복지시설","재가노인복지시설","자치구","박광준","1141000000","서대문구","서울특별시 서대문구 연희로29길 5","25","","02-335-0316","03697"
"삼농데이케어센터","G0044","(노인) 재가노인복지시설","재가노인복지시설","자치구","이윤희","1153000000","구로구","서울특별시 구로구 오류로8길84 (오류동)","21","21","02-2617-9920","08344"
"당고개재가노인복지시설","G0078","(노인) 재가노인복지시설","재가노인복지시설","자치구","김현숙","1135000000","노원구","서울특별시 노원구 상계동 1008-1211 (상계동, 신천지빌딩 4층)","61","45","0233925542","01628"
"까리따스데이케어센터","G0079","(노인) 재가노인복지시설","재가노인복지시설","자치구","박영옥","1165000000","서초구","서울특별시 서초구 남부순환로2124, 4층 (방배동 3274)","24","24","025238303","06760"
"(사)우이데이케어센터","G0094","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영길","1130500000","강북구","서울특별시 강북구 삼양로579, 2층 (우이동)","21","0","02-905-9989","01006"
"태릉데이케어센터","G0101","(노인) 재가노인복지시설","재가노인복지시설","자치구","최희영","1135000000","노원구","서울특별시 노원구 동일로176길47-18 (공릉동)","31","27","02-977-9171","01847"
"유린원광방문요양센터","G0117","(노인) 재가노인복지시설","재가노인복지시설","자치구","최근호","1126000000","중랑구","서울특별시 중랑구 신내로 56(신내동)","49","49","02-433-5673","02069"
"광진노인보호센터","G0156","(노인) 재가노인복지시설","재가노인복지시설","자치구","조철행","1121500000","광진구","서울특별시 광진구 뚝섬로58길13 (자양동)","20","18","02-458-0350","05103"
"중랑재가노인복지센터","G0183","(노인) 재가노인복지시설","재가노인복지시설","자치구","박종언","1126000000","중랑구","서울특별시 중랑구 봉우재로151, 2층 (상봉동)","0","10","02-2207-0515","02153"
"전인복지센터","G0190","(노인) 재가노인복지시설","재가노인복지시설","자치구","이수일","1147000000","양천구","서울특별시 양천구 목동남로52 (신정동)2층","106","120","027047193","08101"
"사랑과섬김요양원단기보호","G0220","(노인) 재가노인복지시설","재가노인복지시설","자치구","박애자","1126000000","중랑구","서울특별시 중랑구 묵동 239-51 창성빌딩239번지 51호 창성빌딩 2층","16","16","02-974-7004","02006"
"삼동재가방문요양센터","G0240","(노인) 재가노인복지시설","재가노인복지시설","자치구","박성배","1130500000","강북구","서울특별시 강북구 한천로105길24, 202동 (번동)","0","0","02-987-1064","01229"
"여민데이케어센터","G0250","(노인) 재가노인복지시설","재가노인복지시설","자치구","김필중","1141000000","서대문구","서울특별시 서대문구 증가로4길58-6 (홍은동)","27","27","023953662","03664"
"성북희망데이케어센터","G0312","(노인) 재가노인복지시설","재가노인복지시설","자치구","소선숙","1129000000","성북구","서울특별시 성북구 동소문로190, 3층 , 4층 (돈암동, 중앙빌딩)","32","32","02-922-9955","02807"
"구립한남데이케어센터","G0362","(노인) 재가노인복지시설","재가노인복지시설","자치구","김종학","1117000000","용산구","서울특별시 용산구 독서당로103 (한남동)","20","20","02-790-8884","04419"
"부모사랑데이케어센터","G0455","(노인) 재가노인복지시설","재가노인복지시설","자치구","이지연","1135000000","노원구","서울특별시 노원구 월계로338, 상가A동 501호 (월계동, 신도브래뉴)","18","18","029090213","01885"
"금빛데이케어센터","G0456","(노인) 재가노인복지시설","재가노인복지시설","자치구","탁명식","1154500000","금천구","서울특별시 금천구 탑골로2길8, 3층 (시흥동)","20","20","02-891-9055","08657"
"두레주야간보호센터","G0467","(노인) 재가노인복지시설","재가노인복지시설","자치구","이승구","1126000000","중랑구","서울특별시 중랑구 신내로 45해성빌딩 601호 (신내동)","6","6","02-2207-7500","02085"
"국민건강보험공단서울요양원주야간보호센터","G0568","(노인) 재가노인복지시설","재가노인복지시설","자치구","염기선","1168000000","강남구","서울특별시 강남구 헌릉로590길50 (세곡동)","44","47","02-2160-1000","06366"
"참마음노인복지센터","G0572","(노인) 재가노인복지시설","재가노인복지시설","자치구","김미진","1147000000","양천구","서울특별시 양천구 지양로13길 6201호 (신월동)","20","20","0262270675","08037"
"훼밀리데이케어센터","G0577","(노인) 재가노인복지시설","재가노인복지시설","자치구","이예란","1171000000","송파구","서울특별시 송파구 송파대로27길 26-03층","38","38","024009506","05833"
"사회적협동조합 가가호호돌봄센터","G0732","(노인) 재가노인복지시설","재가노인복지시설","자치구","이명희","1156000000","영등포구","서울특별시 영등포구 영등포로64길 311층 (신길동)(신길동)","0","25","028368427","07316"
"(사)굿하트데이케어센터","G0754","(노인) 재가노인복지시설","재가노인복지시설","자치구","길준영","1100000000","서울특별시","서울특별시 동작구 상도로 121영진빌딩 4층(상도동) (상도동)","28","28","02-3280-7090","06950"
"가온요양원1주야간","G0760","(노인) 재가노인복지시설","재가노인복지시설","자치구","김명국","1130500000","강북구","서울특별시 강북구 한천로 1075 대광빌딩 3층","15","0","02-6959-8078","01070"
"성산노인복지센터","G0817","(노인) 재가노인복지시설","재가노인복지시설","자치구","심명숙","1144000000","마포구","서울특별시 마포구 월드컵북로12안길68, 1층 (성산동)","42","42","023255507","03972"
"구립효창데이케어센터","G0837","(노인) 재가노인복지시설","재가노인복지시설","자치구","이정미","1117000000","용산구","서울특별시 용산구 효창원로146-12 (효창동)","21","21","02-711-7795","04317"
"구립신내노인종합복지관 병설 신내데이케어센터","G0862","(노인) 재가노인복지시설","재가노인복지시설","자치구","김진완","1126000000","중랑구","서울특별시 중랑구 신내로15길175, 1층 (신내동, 구립신내노인주간보호센터)","21","21","02-3421-7800","02041"
"시립중랑노인전문요양원병설데이케어센터","G0874","(노인) 재가노인복지시설","재가노인복지시설","자치구","민동세","1126000000","중랑구","서울특별시 중랑구 양원역로38, 1층 (망우동, 시립중랑노인전문요양원)","20","20","02-437-8144","02062"
"서울종합데이케어센터","G0910","(노인) 재가노인복지시설","재가노인복지시설","자치구","이민아","1144000000","마포구","서울특별시 마포구 숭문길36 (염리동)","19","19","02-701-9967","04138"
"강서실버센터","G0911","(노인) 재가노인복지시설","재가노인복지시설","자치구","김동환","1150000000","강서구","서울특별시 강서구 강서로45길174, 4층 (내발산동, sm타워)","60","60","022667-8890","07638"
"늘푸른돌봄센터","G0934","(노인) 재가노인복지시설","재가노인복지시설","자치구","박정애","1121500000","광진구","서울특별시 광진구 능동로53, 2층 (자양동)","0","0","024618373","05074"
"삼선데이케어센터","G0947","(노인) 재가노인복지시설","재가노인복지시설","자치구","김미애","1129000000","성북구","서울특별시 성북구 동소문로 40, 6층 (동소문동3가)","89","48","02-6437-7272","02860"
"혜화동성당데이케어센터","G1034","(노인) 재가노인복지시설","재가노인복지시설","자치구","추교천","1111000000","종로구","서울특별시 종로구 혜화로12길14-9 (혜화동)","21","21","02-742-0515","03067"
"그레이스 실버데이케어센터","G1042","(노인) 재가노인복지시설","재가노인복지시설","자치구","이상근","1153000000","구로구","서울특별시 구로구 서해안로 2295, 2층 (오류동)","47","35","0236660366","08357"
"화곡본동성당데이케어센터","G1053","(노인) 재가노인복지시설","재가노인복지시설","자치구","김연순","1150000000","강서구","서울특별시 강서구 까치산로2길43, 5층","24","24","02-2606-4123","07730"
"신림성모성당데이케어센터","G1055","(노인) 재가노인복지시설","재가노인복지시설","자치구","주은정","1162000000","관악구","서울특별시 관악구 봉천로18길 12-012 (신림동)","17","17","028773327","08753"
"사랑나눔데이케어센터","G1062","(노인) 재가노인복지시설","재가노인복지시설","자치구","조기숙","1130500000","강북구","서울특별시 강북구 도봉로 2434층 (미아동)","15","15","02-999-1366","01118"
"시흥4동성당데이케어센터","G1065","(노인) 재가노인복지시설","재가노인복지시설","자치구","차지숙","1154500000","금천구","서울특별시 금천구 독산로38길10 (시흥동)","20","20","02-891-9004","08568"
"고척동성당데이케어센터","G1069","(노인) 재가노인복지시설","재가노인복지시설","자치구","김현미","1153000000","구로구","서울특별시 구로구 고척로52나길42, 3층 (고척동, 고척동성당)","20","17","02-2060-9914","08228"
"행운동성당데이케어센터","G1073","(노인) 재가노인복지시설","재가노인복지시설","자치구","장영일","1162000000","관악구","서울특별시 관악구 행운4길39 (봉천동)","17","17","02-875-7781","08741"
"신당동성당데이케어센터","G1089","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍민정","1114000000","중구","서울특별시 중구 동호로20다길9 (신당동)","21","20","0222361781","04609"
"구립영등포치매전문데이케어센터","G1093","(노인) 재가노인복지시설","재가노인복지시설","자치구","조훈호","1156000000","영등포구","서울특별시 영등포구 당산로29길9, 5층 (당산동3가)","28","28","02-813-0100","07261"
"엘림데이케어센터","G1141","(노인) 재가노인복지시설","재가노인복지시설","자치구","최창호","1154500000","금천구","서울특별시 금천구 범안로 12565(독산동,성도빌딩) ","25","25","02-894-3701","08617"
"(사)굿하트재가노인지원센터","G1146","(노인) 재가노인복지시설","재가노인복지시설","자치구","김종진","1121500000","광진구","서울특별시 광진구 천호대로 699일천빌딩 302호 (구의동)","0","0","02-6401-7090","04962"
"'(협)효마을중랑복지촌 2호","G1157","(노인) 재가노인복지시설","재가노인복지시설","자치구","배윤신","1126000000","중랑구","서울특별시 중랑구 용마공원로3길24-10, 지층층 (망우동)","20","20","07076038100","02180"
"엔젤복지센터","G1216","(노인) 재가노인복지시설","재가노인복지시설","자치구","정희원","1162000000","관악구","서울특별시 관악구 중앙길 32, 1층 (봉천동)","44","44","028893365","08744"
"(주)감사하는사람들노인복지센터","G1234","(노인) 재가노인복지시설","재가노인복지시설","자치구","김유란","1156000000","영등포구","서울특별시 영등포구 시흥대로 649301호 (대림동)","0","30","02-848-3532","07442"
"가족사랑 단기보호센터","G1244","(노인) 재가노인복지시설","재가노인복지시설","자치구","성보윤","1171000000","송파구","서울특별시 송파구 오금로36길 572 (가락동)","8","8","070-4814-0450","05714"
"밝은내데이케어센터","G1290","(노인) 재가노인복지시설","재가노인복지시설","자치구","김동호","1147000000","양천구","서울특별시 양천구 신월로24길 19 (신월동)","","","0226024411","08061"
"수유실버데이케어센터","G1293","(노인) 재가노인복지시설","재가노인복지시설","자치구","곽지훈","1130500000","강북구","서울특별시 강북구 노해로23길 94수유실버데이케어센터","20","20","02-993-4020","01047"
"늘푸른한가족데이케어센터","G1295","(노인) 재가노인복지시설","재가노인복지시설","자치구","우서연","1147000000","양천구","서울특별시 양천구 오목로 1813층 (신정동)","24","23","02-6741-1004","07944"
"미아실버데이케어센터","G1298","(노인) 재가노인복지시설","재가노인복지시설","자치구","채민옥","1130500000","강북구","서울특별시 강북구 솔매로43길 25미아실버데이케어센터","21","20","02-987-9955","01125"
"서울시니어스강남타워 데이케어센터","G1315","(노인) 재가노인복지시설","재가노인복지시설","자치구","이진관","1168000000","강남구","서울특별시 강남구 자곡로100-2 (자곡동, 서울특별시니어스강남타워)","24","20","02-2223-3351","06373"
"인애데이케어센터","G1321","(노인) 재가노인복지시설","재가노인복지시설","자치구","정은정","1114000000","중구","서울특별시 중구 퇴계로80길 45-6601호 (신당동)","24","24","02-2231-9191","04585"
"우리사이 재가장기요양센터","G1329","(노인) 재가노인복지시설","재가노인복지시설","자치구","유정숙","1162000000","관악구","서울특별시 관악구 양녕로 61, 3층층 (봉천동)","0","0","028830142","08715"
"목동실버데이케어센터","G1361","(노인) 재가노인복지시설","재가노인복지시설","자치구","박노숙","1147000000","양천구","서울특별시 양천구 목동중앙로3길 21목동실버복지문화센터 (목동)","27","27","02-2647-3356","07962"
"금천노인종합복지관 병설 금천데이케어센터","G1362","(노인) 재가노인복지시설","재가노인복지시설","자치구","구자훈","1154500000","금천구","서울특별시 금천구 시흥대로51길93-32 (시흥동)","17","17","070-7090-5420","08634"
"(주)롱라이프그린케어 강서재가노인복지센터","G1368","(노인) 재가노인복지시설","재가노인복지시설","자치구","성연식","1150000000","강서구","서울특별시 강서구 양천로100-1, 3, 4층 (방화동, 수현빌딩)","21","21","02-2665-6512","07604"
"88등촌데이케어센터","G1369","(노인) 재가노인복지시설","재가노인복지시설","자치구","곽윤자","1150000000","강서구","서울특별시 강서구 화곡로61길 41-1 (등촌동, 삼영빌딩)","24","24","0236659966","07590"
"두드림복지센터","G1432","(노인) 재가노인복지시설","재가노인복지시설","자치구","전영삼","1162000000","관악구","서울특별시 관악구 행운1길70, 지층층 2호호 (봉천동)","0","0","07082925300","151600"
"사회복지법인 운가자비원 운가데이케어센터","G1458","(노인) 재가노인복지시설","재가노인복지시설","자치구","김상애","1130500000","강북구","서울특별시 강북구 삼양로112길 51층 (수유동)","29","0","02-903-1720","01041"
"효사랑데이케어센터","G1468","(노인) 재가노인복지시설","재가노인복지시설","자치구","남기호","1162000000","관악구","서울특별시 관악구 신림로12길18, 4층층 (신림동, 명성빌딩)","41","41","028779919","68839"
"태릉365데이케어센터","G1480","(노인) 재가노인복지시설","재가노인복지시설","자치구","이미정","1135000000","노원구","서울특별시 노원구 화랑로421, 3층 (공릉동, 한일휴니스빌)","27","26","029779177","01861"
"잠실데이케어센터","G1509","(노인) 재가노인복지시설","재가노인복지시설","자치구","김민성","1171000000","송파구","서울특별시 송파구 오금로36길 392~4층 (가락동)","61","52","02-420-2838","05704"
"작은베들레헴데이케어센터","G1546","(노인) 재가노인복지시설","재가노인복지시설","자치구","김상준","1132000000","도봉구","서울특별시 도봉구 우이천로45길 22-9 (쌍문동)","17","15","029948377","01367"
"국민재가복지센터","G1566","(노인) 재가노인복지시설","재가노인복지시설","자치구","유순례","1150000000","강서구","서울특별시 강서구 공항대로41길66 (등촌동)","0","0","0236639119","07586"
"실버캐슬요양센터","G1629","(노인) 재가노인복지시설","재가노인복지시설","자치구","김정미","1126000000","중랑구","서울특별시 중량구 동일로 890메스트빌딩 6층","10","10","02-948-7701","02038"
"목동중앙데이케어센터","G1646","(노인) 재가노인복지시설","재가노인복지시설","자치구","권주만","1147000000","양천구","서울특별시 양천구 목동중앙북로7가길 605층 (목동)","47","47","02-2654-9712","07946"
"카멜리아요양원 단기보호","G1690","(노인) 재가노인복지시설","재가노인복지시설","자치구","정양옥","1126000000","중랑구","서울특별시 중랑구 동일로 933, 6층, 7층층 (묵동, 수정빌딩)","9","9","029497719","131600"
"강서힐링데이케어센터","G1757","(노인) 재가노인복지시설","재가노인복지시설","자치구","박갑주","1150000000","강서구","서울특별시 강서구 수명로68-23, 7~8층층 (내발산동, 유광타워)","60","60","0263388500","157650"
"희나리데이케어센터","G1791","(노인) 재가노인복지시설","재가노인복지시설","자치구","박영철","1171000000","송파구","서울특별시 송파구 백제고분로42길 5-0 (송파동)5 (송파동)","28","28","024133462","05666"
"사회적협동조합 강서나눔돌봄재가센터","G1797","(노인) 재가노인복지시설","재가노인복지시설","자치구","한복남","1150000000","강서구","서울특별시 강서구 강서로18길 14-0 5층 (화곡동)","0","0","02-2065-1584","07756"
"더사랑데이케어센터","G1813","(노인) 재가노인복지시설","재가노인복지시설","자치구","박하숙","1159000000","동작구","서울특별시 동작구 알마타길 21-424층 (대방동)","32","32","02-6268-0163","06939"
"홍릉단기보호센터","G1821","(노인) 재가노인복지시설","재가노인복지시설","자치구","박장순","1123000000","동대문구","서울특별시 동대문구 제기로72, 5층 (제기동, 홍릉단기보호센터)","8","8","029603460","130890"
"압구정데이케어센터 ","G2081","(노인) 재가노인복지시설","재가노인복지시설","자치구","김성진","1168000000","강남구","서울특별시 강남구 도산대로53길5 (신사동)","17","15","025480206","135897"
"강남구립 세심정데이케어센터 ","G2086","(노인) 재가노인복지시설","재가노인복지시설","자치구","정윤정","1168000000","강남구","서울특별시 강남구 논현로115길 35-1 (논현동)","20","19","02-3443-7142","135660"
"학수정데이케어센터 ","G2093","(노인) 재가노인복지시설","재가노인복지시설","자치구","이강진","1168000000","강남구","서울특별시 강남구 도산대로17길 45 (신사동)","17","15","02-518-9198","135889"
"마천데이케어센터","G2168","(노인) 재가노인복지시설","재가노인복지시설","자치구","김선화","1171000000","송파구","서울특별시 송파구 마천로65길 41층 (마천동, 마천종합사회복지관)","17","17","02-409-5264","05763"
"닮터데이케어센터","G2189","(노인) 재가노인복지시설","재가노인복지시설","자치구","김정중","1130500000","강북구","서울특별시 강북구 오현로 323층 (미아동)","28","28","02-988-0997","01233"
"소풍데이케어센터","G2316","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영주","1123000000","동대문구","서울특별시 동대문구 한천로137, 2~3층 (답십리동)","57","10","0222130076","02535"
"아가페주야간보호센터","G2338","(노인) 재가노인복지시설","재가노인복지시설","자치구","김미혜","1162000000","관악구","서울특별시 관악구 난곡로 341-0 (신림동)341, 4층 (신림동, 현진빌딩)","20","20","028877783","08767"
"중랑제일주야간보호센터","G2384","(노인) 재가노인복지시설","재가노인복지시설","자치구","신경미","1126000000","중랑구","서울특별시 중랑구 용마산로112길 90-0 (망우동)90, 2층 (망우동)","20","20","02-432-3504","02179"
"평강요양원단기보호센터","G2404","(노인) 재가노인복지시설","재가노인복지시설","자치구","이춘범","1126000000","중랑구","서울특별시 중랑구 용마산로112길 90, 3층 (망우동, 성공빌딩)","8","8","02-434-9169","02179"
"삼연요양원","G2480","(노인) 재가노인복지시설","재가노인복지시설","자치구","최양금","1126000000","중랑구","서울특별시 중랑구 봉우재로79, 5층 (상봉동)","8","8","02-435-7875","02139"
"더행복데이케어센터","G2487","(노인) 재가노인복지시설","재가노인복지시설","자치구","이규섭","1121500000","광진구","서울특별시 광진구 자양로88, 5층 (자양동, 광영빌딩)","21","15","0222018001","05051"
"가천단기보호센터","G2526","(노인) 재가노인복지시설","재가노인복지시설","자치구","이정임","1126000000","중랑구","서울특별시 중랑구 신내로14길13, 4층 (신내동)","17","17","02-3423-2220","131600"
"위포유재가복지센터","G2551","(노인) 재가노인복지시설","재가노인복지시설","자치구","최진용","1150000000","강서구","서울특별시 강서구 화곡로61길 100, 301호 (등촌동)","0","0","0263687330","07590"
"나이팅게일데이케어센터","G2615","(노인) 재가노인복지시설","재가노인복지시설","자치구","이철휘","1147000000","양천구","서울특별시 양천구 신월로 3045층 (신정동)","29","27","0226453698","08082"
"강서샬롬데이케어센터","G2694","(노인) 재가노인복지시설","재가노인복지시설","자치구","서준원","1150000000","강서구","서울특별시 강서구 방화동로 115-0 (방화동)115, 4층 (방화동)","22","22","0226636531","07607"
"엘림요양원 단기보호","G2695","(노인) 재가노인복지시설","재가노인복지시설","자치구","우지혜","1126000000","중랑구","서울특별시 중랑구 봉우재로 79, 3층 (상봉동, 화성빌딩)","7","7","02-496-9724","02139"
"사랑초 데이케어센터","G2705","(노인) 재가노인복지시설","재가노인복지시설","자치구","송길한","1147000000","양천구","서울특별시 양천구 지양로 152, 지층 (신월동)","24","18","0269240902","158600"
"다솜실버데이케어센터","G2710","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍형철","1138000000","은평구","서울특별시 은평구 서오릉로15길 5-11 (구산동)","20","19","02-356-6004","03426"
"(주)KB골든라이프케어 강동케어센터","G2759","(노인) 재가노인복지시설","재가노인복지시설","자치구","김민정","1174000000","강동구","서울특별시 강동구 강동대로 143-52, 6층 (성내동)","49","49","0221355465","134600"
"가온실버복지센터","G2848","(노인) 재가노인복지시설","재가노인복지시설","자치구","박비송","1156000000","영등포구","서울특별시 영등포구 여의대방로 379, 8층 14-1호 (여의도동, 제일빌딩)","100","16","027845488","150650"
"효사랑나눔데이케어센터","G2874","(노인) 재가노인복지시설","재가노인복지시설","자치구","변계봉","1135000000","노원구","서울특별시 노원구 덕릉로 712-42,3층 (중계동)","64","57","029317959","01715"
"정원단기요양센타","G2892","(노인) 재가노인복지시설","재가노인복지시설","자치구","정명자","1126000000","중랑구","서울특별시 중랑구 용마산로112길 90, 4층 (망우동)","7","7","02-493-8859","131600"
"꿈이있는데이케어센터","G2918","(노인) 재가노인복지시설","재가노인복지시설","자치구","권용일","1126000000","중랑구","서울특별시 중랑구 동일로 680 (면목동)","24","24","02-435-3200","02140"
"신효데이케어앤드 주식회사","G2920","(노인) 재가노인복지시설","재가노인복지시설","자치구","박성태","1171000000","송파구","서울특별시 송파구 가락로 45, 3, 4층 (석촌동, 백우빌딩)","48","27","024864578","05691"
"석관데이케어센터","G2930","(노인) 재가노인복지시설","재가노인복지시설","자치구","전미정","1129000000","성북구","서울특별시 성북구 화랑로 278, 6층 (석관동)","31","26","02-963-9993","136600"
"관악미르친구데이케어센터","G2934","(노인) 재가노인복지시설","재가노인복지시설","자치구","최미랑","1162000000","관악구","서울특별시 관악구 은천로 25, 3층 (봉천동, 정암빌딩)","21","21","028898330","08717"
"무지개 재가노인복지센터","G2955","(노인) 재가노인복지시설","재가노인복지시설","자치구","문혜주","1126000000","중랑구","서울특별시 중랑구 신내로 115, 104호 (신내동, 신내아파트)","20","20","02-436-1108","02043"
"관악중앙데이케어센터","G2956","(노인) 재가노인복지시설","재가노인복지시설","자치구","김향숙","1162000000","관악구","서울특별시 관악구 봉천로 421, 3층 (봉천동, 샤인텔)","21","21","028827171","151600"
"예성주야간보호센터","G2960","(노인) 재가노인복지시설","재가노인복지시설","자치구","정미경","1153000000","구로구","서울특별시 구로구 고척로18길 15, 1층 (개봉동)","21","21","0220602075","08256"
"상지재가장기요양기관","G2998","(노인) 재가노인복지시설","재가노인복지시설","자치구","고진경","1138000000","은평구","서울특별시 은평구 가좌로 292-6 (신사동)","","","02-745-7372","03452"
"서림노인복지센터","G3011","(노인) 재가노인복지시설","재가노인복지시설","자치구","박영희","1162000000","관악구","서울특별시 관악구 신림로 211, 2층 (신림동, 미보빌딩)","28","0","028838892","08845"
"구로제일데이케어센터","G3024","(노인) 재가노인복지시설","재가노인복지시설","자치구","진기성","1153000000","구로구","서울특별시 구로구 가마산로27길 14, 3,4층 (구로동)","58","51","02-855-5108","08298"
"스마일시니어 데이케어센터 중랑지점","G3033","(노인) 재가노인복지시설","재가노인복지시설","자치구","오가영","1126000000","중랑구","서울특별시 중랑구 용마산로 434, 2층 (면목동, 에코빌딩)","24","21","0220393633","02189 "
"수락데이케어센터","G3039","(노인) 재가노인복지시설","재가노인복지시설","자치구","장현준","1135000000","노원구","서울특별시 노원구 수락산로222, 4층 (상계동)","21","20","0221380355","139600"
"예원주야간보호센터","G3046","(노인) 재가노인복지시설","재가노인복지시설","자치구","최창영","1126000000","중랑구","서울특별시 중랑구 용마산로 554, 2층 (망우동, 동화빌딩)","8","8","02-433-1221","02059"
"죽헌 미르데이센터(강동2호)","G3063","(노인) 재가노인복지시설","재가노인복지시설","자치구","김재일","1174000000","강동구","서울특별시 강동구 천호옛14길 37, 3층 (성내동)","21","21","024896656","134600"
"A플러스잠실데이케어센터","G3109","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍광기","1171000000","송파구","서울특별시 송파구 백제고분로 235, 2,4층 (삼전동, 태현빌딩)","70","40","0222022235","138600"
"가온데이케어센터","G3128","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤재희","1174000000","강동구","서울특별시 강동구 천호대로 1203,6~7층 (길동)","50","50","024891993","05350"
"(주)가가호호재가주간복지센터","G3136","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤경미","1126000000","중랑구","서울특별시 중랑구 겸재로54길 99 (면목동)","9","9","024337488","131600"
"(사)굿하트 금천데이케어센터","G3158","(노인) 재가노인복지시설","재가노인복지시설","자치구","김정윤","1154500000","금천구","서울특별시 금천구 시흥대로 214-0 (시흥동)214, 12층 (시흥동, 비즈메드 빌딩)","25","25","0269527090","08628"
"효도로어르신학교(데이케어센터)","G3165","(노인) 재가노인복지시설","재가노인복지시설","자치구","오근영","1153000000","구로구","서울특별시 구로구 경인로393-7, 2동 8층 (고척동)","21","21","02-2066-7799","08227"
"성내데이케어센터","G3170","(노인) 재가노인복지시설","재가노인복지시설","자치구","정명숙","1174000000","강동구","서울특별시 강동구 풍성로 138-0 (성내동)138, 4~6층 (성내동)","63","59","024872592","05394"
"다애요양원(단기보호)","G3271","(노인) 재가노인복지시설","재가노인복지시설","자치구","권선태","1126000000","중랑구","서울특별시 중랑구 망우로 262, 2층 (상봉동, 뉴월드빌딩)","25","25","02-960-0119","02136"
"공릉데이케어센터","G3291","(노인) 재가노인복지시설","재가노인복지시설","자치구","노유환","1135000000","노원구","서울특별시 노원구 동일로 1127 (공릉동)","17","17","02-971-0524","01851"
"송파 365데이케어센터","G3318","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤차영","1171000000","송파구","서울특별시 송파구 거마로 12, 2층 (거여동)","24","21","024092388","138600"
"소망단기보호센터","G3321","(노인) 재가노인복지시설","재가노인복지시설","자치구","심향유","1123000000","동대문구","서울특별시 동대문구 한천로37길 19 (답십리동)","8","8","0222487533","130650"
"100세데이케어센터(한국복지협동조합)","G3351","(노인) 재가노인복지시설","재가노인복지시설","자치구","손승옥","1162000000","관악구","서울특별시 관악구 난곡로63가길 60, 4층 (신림동)","21","21","028591365","151600"
"굿 데이케어센터","G3358","(노인) 재가노인복지시설","재가노인복지시설","자치구","박재운","1141000000","서대문구","서울특별시 서대문구 연희로 165, 2층 (연희동)","21","20","023237050","120650"
"명성노인복지센터","G3403","(노인) 재가노인복지시설","재가노인복지시설","자치구","김정희","1129000000","성북구","서울특별시 성북구 보국문로4길 8, 2층 (정릉동)","9","1","02-915-2335","02718"
"남가좌데이케어센터","G3406","(노인) 재가노인복지시설","재가노인복지시설","자치구","남석진","1141000000","서대문구","서울특별시 서대문구 명지대길 103, 1층 (남가좌동)","55","46","023075377","120650"
"고운케어재가복지센터","G3430","(노인) 재가노인복지시설","재가노인복지시설","자치구","정은주","1159000000","동작구","서울특별시 동작구 보라매로 106, 3층 (신대방동)","0","0","07075605553","156600"
